"","x"
"1","1007_1"
"2","1007_2"
"3","1007_3"
"4","1011_1"
"5","1011_2"
"6","1011_3"
"7","1023_1"
"8","1023_2"
"9","1023_3"
"10","1028_1"
"11","1028_2"
"12","1028_3"
"13","1033_1"
"14","1033_2"
"15","1033_3"
"16","1039_1"
"17","1039_2"
"18","1039_3"
"19","2137_1"
"20","2137_2"
"21","2137_3"
"22","1048_1"
"23","1048_2"
"24","1048_3"
"25","1055_1"
"26","1055_2"
"27","1055_3"
"28","1060_1"
"29","1060_2"
"30","1060_3"
"31","1065_1"
"32","1065_2"
"33","1065_3"
"34","2150_1"
"35","2150_2"
"36","2150_3"
"37","1067_1"
"38","1067_2"
"39","1067_3"
"40","1072_1"
"41","1072_2"
"42","1072_3"
"43","2134_1"
"44","2134_2"
"45","2134_3"
"46","2065_1"
"47","2065_2"
"48","2065_3"
"49","2130_1"
"50","2130_2"
"51","2130_3"
"52","1107_1"
"53","1107_2"
"54","1107_3"
"55","2084_1"
"56","2084_2"
"57","2084_3"
"58","1117_1"
"59","1117_2"
"60","1117_3"
"61","2094_1"
"62","2094_2"
"63","2094_3"
"64","2106_1"
"65","2106_2"
"66","2106_3"
"67","2146_1"
"68","2146_2"
"69","2146_3"
"70","2025_1"
"71","2025_2"
"72","2025_3"
"73","1159_1"
"74","1159_2"
"75","1159_3"
"76","1161_1"
"77","1161_2"
"78","1161_3"
"79","1168_1"
"80","1168_2"
"81","1168_3"
"82","1171_1"
"83","1171_2"
"84","1171_3"
"85","1176_1"
"86","1176_2"
"87","1176_3"
"88","1180_1"
"89","1180_2"
"90","1180_3"
"91","1187_1"
"92","1187_2"
"93","1187_3"
"94","2096_1"
"95","2096_2"
"96","2096_3"
"97","1203_1"
"98","1203_2"
"99","1203_3"
"100","1204_1"
"101","1204_2"
"102","1204_3"
"103","1217_1"
"104","1217_2"
"105","1217_3"
"106","2123_1"
"107","2123_2"
"108","2123_3"
"109","2223_1"
"110","2223_2"
"111","2223_3"
"112","2179_1"
"113","2179_2"
"114","2179_3"
"115","2080_1"
"116","2080_2"
"117","2080_3"
"118","2199_1"
"119","2199_2"
"120","2199_3"
"121","2069_1"
"122","2069_2"
"123","2069_3"
"124","2118_1"
"125","2118_2"
"126","2118_3"
"127","2012_1"
"128","2012_2"
"129","2012_3"
"130","2202_1"
"131","2202_2"
"132","2202_3"
"133","2058_1"
"134","2058_2"
"135","2058_3"
"136","2211_1"
"137","2211_2"
"138","2211_3"
"139","1046_1"
"140","1046_2"
"141","1046_3"
"142","2230_1"
"143","2230_2"
"144","2230_3"
"145","2026_1"
"146","2026_2"
"147","2026_3"
"148","2259_1"
"149","2259_2"
"150","2259_3"
"151","2085_1"
"152","2085_2"
"153","2085_3"
"154","1066_1"
"155","1066_2"
"156","1066_3"
"157","2039_1"
"158","2039_2"
"159","2039_3"
"160","2121_1"
"161","2121_2"
"162","2121_3"
"163","1091_1"
"164","1091_2"
"165","1091_3"
"166","1092_1"
"167","1092_2"
"168","1092_3"
"169","1098_1"
"170","1098_2"
"171","1098_3"
"172","2205_1"
"173","2205_2"
"174","2205_3"
"175","1110_1"
"176","1110_2"
"177","1110_3"
"178","2033_1"
"179","2033_2"
"180","2033_3"
"181","1136_1"
"182","1136_2"
"183","1136_3"
"184","1139_1"
"185","1139_2"
"186","1139_3"
"187","1141_1"
"188","1141_2"
"189","1141_3"
"190","1142_1"
"191","1142_2"
"192","1142_3"
"193","2144_1"
"194","2144_2"
"195","2144_3"
"196","2250_1"
"197","2250_2"
"198","2250_3"
"199","2148_1"
"200","2148_2"
"201","2148_3"
"202","2164_1"
"203","2164_2"
"204","2164_3"
"205","2020_1"
"206","2020_2"
"207","2020_3"
"208","2270_1"
"209","2270_2"
"210","2270_3"
"211","2054_1"
"212","2054_2"
"213","2054_3"
"214","1198_1"
"215","1198_2"
"216","1198_3"
"217","2140_1"
"218","2140_2"
"219","2140_3"
"220","2079_1"
"221","2079_2"
"222","2079_3"
"223","2060_1"
"224","2060_2"
"225","2060_3"
"226","1228_1"
"227","1228_2"
"228","1228_3"
"229","1256_1"
"230","1256_2"
"231","1256_3"
"232","1263_1"
"233","1263_2"
"234","1263_3"
"235","1265_1"
"236","1265_2"
"237","1265_3"
"238","1267_1"
"239","1267_2"
"240","1267_3"
