"","x"
"1","1007_1"
"2","1007_2"
"3","1007_3"
"4","1010_1"
"5","1010_2"
"6","1010_3"
"7","1011_1"
"8","1011_2"
"9","1011_3"
"10","1017_1"
"11","1017_2"
"12","1017_3"
"13","2127_1"
"14","2127_2"
"15","2127_3"
"16","1045_1"
"17","1045_2"
"18","1045_3"
"19","1048_1"
"20","1048_2"
"21","1048_3"
"22","1055_1"
"23","1055_2"
"24","1055_3"
"25","1060_1"
"26","1060_2"
"27","1060_3"
"28","1074_1"
"29","1074_2"
"30","1074_3"
"31","1078_1"
"32","1078_2"
"33","1078_3"
"34","2267_1"
"35","2267_2"
"36","2267_3"
"37","1083_1"
"38","1083_2"
"39","1083_3"
"40","2082_1"
"41","2082_2"
"42","2082_3"
"43","2114_1"
"44","2114_2"
"45","2114_3"
"46","2029_1"
"47","2029_2"
"48","2029_3"
"49","1097_1"
"50","1097_2"
"51","1097_3"
"52","2009_1"
"53","2009_2"
"54","2009_3"
"55","2182_1"
"56","2182_2"
"57","2182_3"
"58","1106_1"
"59","1106_2"
"60","1106_3"
"61","1107_1"
"62","1107_2"
"63","1107_3"
"64","2040_1"
"65","2040_2"
"66","2040_3"
"67","2226_1"
"68","2226_2"
"69","2226_3"
"70","2028_1"
"71","2028_2"
"72","2028_3"
"73","2077_1"
"74","2077_2"
"75","2077_3"
"76","1158_1"
"77","1158_2"
"78","1158_3"
"79","2201_1"
"80","2201_2"
"81","2201_3"
"82","2227_1"
"83","2227_2"
"84","2227_3"
"85","2097_1"
"86","2097_2"
"87","2097_3"
"88","1210_1"
"89","1210_2"
"90","1210_3"
"91","1214_1"
"92","1214_2"
"93","1214_3"
"94","1216_1"
"95","1216_2"
"96","1216_3"
"97","1236_1"
"98","1236_2"
"99","1236_3"
"100","1248_1"
"101","1248_2"
"102","1248_3"
"103","1252_1"
"104","1252_2"
"105","1252_3"
"106","1269_1"
"107","1269_2"
"108","1269_3"
"109","1272_1"
"110","1272_2"
"111","1272_3"
"112","2069_1"
"113","2069_2"
"114","2069_3"
"115","2168_1"
"116","2168_2"
"117","2168_3"
"118","2118_1"
"119","2118_2"
"120","2118_3"
"121","2107_1"
"122","2107_2"
"123","2107_3"
"124","1030_1"
"125","1030_2"
"126","1030_3"
"127","2031_1"
"128","2031_2"
"129","2031_3"
"130","2230_1"
"131","2230_2"
"132","2230_3"
"133","2026_1"
"134","2026_2"
"135","2026_3"
"136","2259_1"
"137","2259_2"
"138","2259_3"
"139","2216_1"
"140","2216_2"
"141","2216_3"
"142","2071_1"
"143","2071_2"
"144","2071_3"
"145","1079_1"
"146","1079_2"
"147","1079_3"
"148","2055_1"
"149","2055_2"
"150","2055_3"
"151","1084_1"
"152","1084_2"
"153","1084_3"
"154","1087_1"
"155","1087_2"
"156","1087_3"
"157","1088_1"
"158","1088_2"
"159","1088_3"
"160","2059_1"
"161","2059_2"
"162","2059_3"
"163","1099_1"
"164","1099_2"
"165","1099_3"
"166","1102_1"
"167","1102_2"
"168","1102_3"
"169","2017_1"
"170","2017_2"
"171","2017_3"
"172","2205_1"
"173","2205_2"
"174","2205_3"
"175","1140_1"
"176","1140_2"
"177","1140_3"
"178","1146_1"
"179","1146_2"
"180","1146_3"
"181","1150_1"
"182","1150_2"
"183","1150_3"
"184","1157_1"
"185","1157_2"
"186","1157_3"
"187","2159_1"
"188","2159_2"
"189","2159_3"
"190","1169_1"
"191","1169_2"
"192","1169_3"
"193","1175_1"
"194","1175_2"
"195","1175_3"
"196","1182_1"
"197","1182_2"
"198","1182_3"
"199","2215_1"
"200","2215_2"
"201","2215_3"
"202","2075_1"
"203","2075_2"
"204","2075_3"
"205","2207_1"
"206","2207_2"
"207","2207_3"
"208","2174_1"
"209","2174_2"
"210","2174_3"
"211","2269_1"
"212","2269_2"
"213","2269_3"
"214","2010_1"
"215","2010_2"
"216","2010_3"
"217","2262_1"
"218","2262_2"
"219","2262_3"
"220","2145_1"
"221","2145_2"
"222","2145_3"
