"","x"
"1","1001_1"
"2","1001_2"
"3","1001_3"
"4","1011_1"
"5","1011_2"
"6","1011_3"
"7","1016_1"
"8","1016_2"
"9","1016_3"
"10","1019_1"
"11","1019_2"
"12","1019_3"
"13","1023_1"
"14","1023_2"
"15","1023_3"
"16","2181_1"
"17","2181_2"
"18","2181_3"
"19","1045_1"
"20","1045_2"
"21","1045_3"
"22","1047_1"
"23","1047_2"
"24","1047_3"
"25","1048_1"
"26","1048_2"
"27","1048_3"
"28","1055_1"
"29","1055_2"
"30","1055_3"
"31","1060_1"
"32","1060_2"
"33","1060_3"
"34","2150_1"
"35","2150_2"
"36","2150_3"
"37","1080_1"
"38","1080_2"
"39","1080_3"
"40","1081_1"
"41","1081_2"
"42","1081_3"
"43","2114_1"
"44","2114_2"
"45","2114_3"
"46","1097_1"
"47","1097_2"
"48","1097_3"
"49","2182_1"
"50","2182_2"
"51","2182_3"
"52","1106_1"
"53","1106_2"
"54","1106_3"
"55","1115_1"
"56","1115_2"
"57","1115_3"
"58","2235_1"
"59","2235_2"
"60","2235_3"
"61","1126_1"
"62","1126_2"
"63","1126_3"
"64","1131_1"
"65","1131_2"
"66","1131_3"
"67","1144_1"
"68","1144_2"
"69","1144_3"
"70","2218_1"
"71","2218_2"
"72","2218_3"
"73","2077_1"
"74","2077_2"
"75","2077_3"
"76","2103_1"
"77","2103_2"
"78","2103_3"
"79","1180_1"
"80","1180_2"
"81","1180_3"
"82","2067_1"
"83","2067_2"
"84","2067_3"
"85","2239_1"
"86","2239_2"
"87","2239_3"
"88","1195_1"
"89","1195_2"
"90","1195_3"
"91","2049_1"
"92","2049_2"
"93","2049_3"
"94","2217_1"
"95","2217_2"
"96","2217_3"
"97","1206_1"
"98","1206_2"
"99","1206_3"
"100","2154_1"
"101","2154_2"
"102","2154_3"
"103","1216_1"
"104","1216_2"
"105","1216_3"
"106","1220_1"
"107","1220_2"
"108","1220_3"
"109","1224_1"
"110","1224_2"
"111","1224_3"
"112","2078_1"
"113","2078_2"
"114","2078_3"
"115","1238_1"
"116","1238_2"
"117","1238_3"
"118","1250_1"
"119","1250_2"
"120","1250_3"
"121","1251_1"
"122","1251_2"
"123","1251_3"
"124","2223_1"
"125","2223_2"
"126","2223_3"
"127","1261_1"
"128","1261_2"
"129","1261_3"
"130","2179_1"
"131","2179_2"
"132","2179_3"
"133","1269_1"
"134","1269_2"
"135","1269_3"
"136","1272_1"
"137","1272_2"
"138","1272_3"
"139","2213_1"
"140","2213_2"
"141","2213_3"
"142","2118_1"
"143","2118_2"
"144","2118_3"
"145","2264_1"
"146","2264_2"
"147","2264_3"
"148","2268_1"
"149","2268_2"
"150","2268_3"
"151","2012_1"
"152","2012_2"
"153","2012_3"
"154","1034_1"
"155","1034_2"
"156","1034_3"
"157","2031_1"
"158","2031_2"
"159","2031_3"
"160","2204_1"
"161","2204_2"
"162","2204_3"
"163","2230_1"
"164","2230_2"
"165","2230_3"
"166","2026_1"
"167","2026_2"
"168","2026_3"
"169","2259_1"
"170","2259_2"
"171","2259_3"
"172","1066_1"
"173","1066_2"
"174","1066_3"
"175","2032_1"
"176","2032_2"
"177","2032_3"
"178","2249_1"
"179","2249_2"
"180","2249_3"
"181","1087_1"
"182","1087_2"
"183","1087_3"
"184","2059_1"
"185","2059_2"
"186","2059_3"
"187","1102_1"
"188","1102_2"
"189","1102_3"
"190","2017_1"
"191","2017_2"
"192","2017_3"
"193","2166_1"
"194","2166_2"
"195","2166_3"
"196","1121_1"
"197","1121_2"
"198","1121_3"
"199","2143_1"
"200","2143_2"
"201","2143_3"
"202","2163_1"
"203","2163_2"
"204","2163_3"
"205","2258_1"
"206","2258_2"
"207","2258_3"
"208","1155_1"
"209","1155_2"
"210","1155_3"
"211","1157_1"
"212","1157_2"
"213","1157_3"
"214","1163_1"
"215","1163_2"
"216","1163_3"
"217","2270_1"
"218","2270_2"
"219","2270_3"
"220","1181_1"
"221","1181_2"
"222","1181_3"
"223","1192_1"
"224","1192_2"
"225","1192_3"
"226","2225_1"
"227","2225_2"
"228","2225_3"
"229","1196_1"
"230","1196_2"
"231","1196_3"
"232","1200_1"
"233","1200_2"
"234","1200_3"
"235","2188_1"
"236","2188_2"
"237","2188_3"
"238","1208_1"
"239","1208_2"
"240","1208_3"
"241","2207_1"
"242","2207_2"
"243","2207_3"
"244","2045_1"
"245","2045_2"
"246","2045_3"
"247","2171_1"
"248","2171_2"
"249","2171_3"
"250","1234_1"
"251","1234_2"
"252","1234_3"
"253","2196_1"
"254","2196_2"
"255","2196_3"
"256","2100_1"
"257","2100_2"
"258","2100_3"
"259","2244_1"
"260","2244_2"
"261","2244_3"
"262","1256_1"
"263","1256_2"
"264","1256_3"
"265","2064_1"
"266","2064_2"
"267","2064_3"
"268","1263_1"
"269","1263_2"
"270","1263_3"
"271","2262_1"
"272","2262_2"
"273","2262_3"
"274","2145_1"
"275","2145_2"
"276","2145_3"
