"","x"
"1","2002_1"
"2","2002_2"
"3","2002_3"
"4","2092_1"
"5","2092_2"
"6","2092_3"
"7","1027_1"
"8","1027_2"
"9","1027_3"
"10","1033_1"
"11","1033_2"
"12","1033_3"
"13","2113_1"
"14","2113_2"
"15","2113_3"
"16","2015_1"
"17","2015_2"
"18","2015_3"
"19","1041_1"
"20","1041_2"
"21","1041_3"
"22","2172_1"
"23","2172_2"
"24","2172_3"
"25","2137_1"
"26","2137_2"
"27","2137_3"
"28","2177_1"
"29","2177_2"
"30","2177_3"
"31","2051_1"
"32","2051_2"
"33","2051_3"
"34","1064_1"
"35","1064_2"
"36","1064_3"
"37","1067_1"
"38","1067_2"
"39","1067_3"
"40","1069_1"
"41","1069_2"
"42","1069_3"
"43","1074_1"
"44","1074_2"
"45","1074_3"
"46","2267_1"
"47","2267_2"
"48","2267_3"
"49","1082_1"
"50","1082_2"
"51","1082_3"
"52","1083_1"
"53","1083_2"
"54","1083_3"
"55","2082_1"
"56","2082_2"
"57","2082_3"
"58","2029_1"
"59","2029_2"
"60","2029_3"
"61","2065_1"
"62","2065_2"
"63","2065_3"
"64","1112_1"
"65","1112_2"
"66","1112_3"
"67","1113_1"
"68","1113_2"
"69","1113_3"
"70","2070_1"
"71","2070_2"
"72","2070_3"
"73","1122_1"
"74","1122_2"
"75","1122_3"
"76","1125_1"
"77","1125_2"
"78","1125_3"
"79","2094_1"
"80","2094_2"
"81","2094_3"
"82","1138_1"
"83","1138_2"
"84","1138_3"
"85","2106_1"
"86","2106_2"
"87","2106_3"
"88","2025_1"
"89","2025_2"
"90","2025_3"
"91","1145_1"
"92","1145_2"
"93","1145_3"
"94","2226_1"
"95","2226_2"
"96","2226_3"
"97","2191_1"
"98","2191_2"
"99","2191_3"
"100","1159_1"
"101","1159_2"
"102","1159_3"
"103","2201_1"
"104","2201_2"
"105","2201_3"
"106","2227_1"
"107","2227_2"
"108","2227_3"
"109","1176_1"
"110","1176_2"
"111","1176_3"
"112","2128_1"
"113","2128_2"
"114","2128_3"
"115","2021_1"
"116","2021_2"
"117","2021_3"
"118","2105_1"
"119","2105_2"
"120","2105_3"
"121","2043_1"
"122","2043_2"
"123","2043_3"
"124","1214_1"
"125","1214_2"
"126","1214_3"
"127","1221_1"
"128","1221_2"
"129","1221_3"
"130","1222_1"
"131","1222_2"
"132","1222_3"
"133","2238_1"
"134","2238_2"
"135","2238_3"
"136","2156_1"
"137","2156_2"
"138","2156_3"
"139","2093_1"
"140","2093_2"
"141","2093_3"
"142","2027_1"
"143","2027_2"
"144","2027_3"
"145","1252_1"
"146","1252_2"
"147","1252_3"
"148","2243_1"
"149","2243_2"
"150","2243_3"
"151","1013_1"
"152","1013_2"
"153","1013_3"
"154","1026_1"
"155","1026_2"
"156","1026_3"
"157","2063_1"
"158","2063_2"
"159","2063_3"
"160","2058_1"
"161","2058_2"
"162","2058_3"
"163","1035_1"
"164","1035_2"
"165","1035_3"
"166","1038_1"
"167","1038_2"
"168","1038_3"
"169","2271_1"
"170","2271_2"
"171","2271_3"
"172","1043_1"
"173","1043_2"
"174","1043_3"
"175","1046_1"
"176","1046_2"
"177","1046_3"
"178","1051_1"
"179","1051_2"
"180","1051_3"
"181","1062_1"
"182","1062_2"
"183","1062_3"
"184","2253_1"
"185","2253_2"
"186","2253_3"
"187","2039_1"
"188","2039_2"
"189","2039_3"
"190","2050_1"
"191","2050_2"
"192","2050_3"
"193","2216_1"
"194","2216_2"
"195","2216_3"
"196","1079_1"
"197","1079_2"
"198","1079_3"
"199","2236_1"
"200","2236_2"
"201","2236_3"
"202","2055_1"
"203","2055_2"
"204","2055_3"
"205","1084_1"
"206","1084_2"
"207","1084_3"
"208","1088_1"
"209","1088_2"
"210","1088_3"
"211","1092_1"
"212","1092_2"
"213","1092_3"
"214","2110_1"
"215","2110_2"
"216","2110_3"
"217","2257_1"
"218","2257_2"
"219","2257_3"
"220","1118_1"
"221","1118_2"
"222","1118_3"
"223","2160_1"
"224","2160_2"
"225","2160_3"
"226","2178_1"
"227","2178_2"
"228","2178_3"
"229","1136_1"
"230","1136_2"
"231","1136_3"
"232","2133_1"
"233","2133_2"
"234","2133_3"
"235","1139_1"
"236","1139_2"
"237","1139_3"
"238","1142_1"
"239","1142_2"
"240","1142_3"
"241","2260_1"
"242","2260_2"
"243","2260_3"
"244","1146_1"
"245","1146_2"
"246","1146_3"
"247","1147_1"
"248","1147_2"
"249","1147_3"
"250","2144_1"
"251","2144_2"
"252","2144_3"
"253","1169_1"
"254","1169_2"
"255","1169_3"
"256","1175_1"
"257","1175_2"
"258","1175_3"
"259","2020_1"
"260","2020_2"
"261","2020_3"
"262","1184_1"
"263","1184_2"
"264","1184_3"
"265","1193_1"
"266","1193_2"
"267","1193_3"
"268","1199_1"
"269","1199_2"
"270","1199_3"
"271","1202_1"
"272","1202_2"
"273","1202_3"
"274","2075_1"
"275","2075_2"
"276","2075_3"
"277","2231_1"
"278","2231_2"
"279","2231_3"
"280","2263_1"
"281","2263_2"
"282","2263_3"
"283","1227_1"
"284","1227_2"
"285","1227_3"
"286","1235_1"
"287","1235_2"
"288","1235_3"
"289","1242_1"
"290","1242_2"
"291","1242_3"
"292","1245_1"
"293","1245_2"
"294","1245_3"
"295","2010_1"
"296","2010_2"
"297","2010_3"
"298","1264_1"
"299","1264_2"
"300","1264_3"
