"","x"
"1","1001_1"
"2","1001_2"
"3","1001_3"
"4","1002_1"
"5","1002_2"
"6","1002_3"
"7","2019_1"
"8","2019_2"
"9","2019_3"
"10","1008_1"
"11","1008_2"
"12","1008_3"
"13","1010_1"
"14","1010_2"
"15","1010_3"
"16","1011_1"
"17","1011_2"
"18","1011_3"
"19","1016_1"
"20","1016_2"
"21","1016_3"
"22","2189_1"
"23","2189_2"
"24","2189_3"
"25","2092_1"
"26","2092_2"
"27","2092_3"
"28","1031_1"
"29","1031_2"
"30","1031_3"
"31","2113_1"
"32","2113_2"
"33","2113_3"
"34","1045_1"
"35","1045_2"
"36","1045_3"
"37","1053_1"
"38","1053_2"
"39","1053_3"
"40","1059_1"
"41","1059_2"
"42","1059_3"
"43","2051_1"
"44","2051_2"
"45","2051_3"
"46","2150_1"
"47","2150_2"
"48","2150_3"
"49","1078_1"
"50","1078_2"
"51","1078_3"
"52","1080_1"
"53","1080_2"
"54","1080_3"
"55","2134_1"
"56","2134_2"
"57","2134_3"
"58","2130_1"
"59","2130_2"
"60","2130_3"
"61","2161_1"
"62","2161_2"
"63","2161_3"
"64","2182_1"
"65","2182_2"
"66","2182_3"
"67","1112_1"
"68","1112_2"
"69","1112_3"
"70","2194_1"
"71","2194_2"
"72","2194_3"
"73","1115_1"
"74","1115_2"
"75","1115_3"
"76","1125_1"
"77","1125_2"
"78","1125_3"
"79","2248_1"
"80","2248_2"
"81","2248_3"
"82","2208_1"
"83","2208_2"
"84","2208_3"
"85","2094_1"
"86","2094_2"
"87","2094_3"
"88","2061_1"
"89","2061_2"
"90","2061_3"
"91","1148_1"
"92","1148_2"
"93","1148_3"
"94","2038_1"
"95","2038_2"
"96","2038_3"
"97","2042_1"
"98","2042_2"
"99","2042_3"
"100","1171_1"
"101","1171_2"
"102","1171_3"
"103","2081_1"
"104","2081_2"
"105","2081_3"
"106","2105_1"
"107","2105_2"
"108","2105_3"
"109","2217_1"
"110","2217_2"
"111","2217_3"
"112","1203_1"
"113","1203_2"
"114","1203_3"
"115","2154_1"
"116","2154_2"
"117","2154_3"
"118","1218_1"
"119","1218_2"
"120","1218_3"
"121","1222_1"
"122","1222_2"
"123","1222_3"
"124","2238_1"
"125","2238_2"
"126","2238_3"
"127","1233_1"
"128","1233_2"
"129","1233_3"
"130","1238_1"
"131","1238_2"
