"","x"
"1","1004_1"
"2","1004_2"
"3","1004_3"
"4","1010_1"
"5","1010_2"
"6","1010_3"
"7","2200_1"
"8","2200_2"
"9","2200_3"
"10","2254_1"
"11","2254_2"
"12","2254_3"
"13","1020_1"
"14","1020_2"
"15","1020_3"
"16","2189_1"
"17","2189_2"
"18","2189_3"
"19","2169_1"
"20","2169_2"
"21","2169_3"
"22","1049_1"
"23","1049_2"
"24","1049_3"
"25","2111_1"
"26","2111_2"
"27","2111_3"
"28","2088_1"
"29","2088_2"
"30","2088_3"
"31","2036_1"
"32","2036_2"
"33","2036_3"
"34","1059_1"
"35","1059_2"
"36","1059_3"
"37","1068_1"
"38","1068_2"
"39","1068_3"
"40","2101_1"
"41","2101_2"
"42","2101_3"
"43","1072_1"
"44","1072_2"
"45","1072_3"
"46","2246_1"
"47","2246_2"
"48","2246_3"
"49","2185_1"
"50","2185_2"
"51","2185_3"
"52","1093_1"
"53","1093_2"
"54","1093_3"
"55","1096_1"
"56","1096_2"
"57","1096_3"
"58","2130_1"
"59","2130_2"
"60","2130_3"
"61","2161_1"
"62","2161_2"
"63","2161_3"
"64","2151_1"
"65","2151_2"
"66","2151_3"
"67","2116_1"
"68","2116_2"
"69","2116_3"
"70","1116_1"
"71","1116_2"
"72","1116_3"
"73","1117_1"
"74","1117_2"
"75","1117_3"
"76","2248_1"
"77","2248_2"
"78","2248_3"
"79","1148_1"
"80","1148_2"
"81","1148_3"
"82","2038_1"
"83","2038_2"
"84","2038_3"
"85","1156_1"
"86","1156_2"
"87","1156_3"
"88","1158_1"
"89","1158_2"
"90","1158_3"
"91","2062_1"
"92","2062_2"
"93","2062_3"
"94","1170_1"
"95","1170_2"
"96","1170_3"
"97","2136_1"
"98","2136_2"
"99","2136_3"
"100","1179_1"
"101","1179_2"
"102","1179_3"
"103","2190_1"
"104","2190_2"
"105","2190_3"
"106","1190_1"
"107","1190_2"
"108","1190_3"
"109","1209_1"
"110","1209_2"
"111","1209_3"
"112","2141_1"
"113","2141_2"
"114","2141_3"
"115","1217_1"
"116","1217_2"
"117","1217_3"
"118","1218_1"
"119","1218_2"
"120","1218_3"
"121","2018_1"
"122","2018_2"
"123","2018_3"
"124","2112_1"
"125","2112_2"
"126","2112_3"
"127","1241_1"
"128","1241_2"
"129","1241_3"
"130","2184_1"
"131","2184_2"
"132","2184_3"
"133","2229_1"
"134","2229_2"
"135","2229_3"
"136","2132_1"
"137","2132_2"
"138","2132_3"
"139","2041_1"
"140","2041_2"
"141","2041_3"
"142","2080_1"
"143","2080_2"
"144","2080_3"
"145","1270_1"
"146","1270_2"
"147","1270_3"
"148","2057_1"
"149","2057_2"
"150","2057_3"
"151","2168_1"
"152","2168_2"
"153","2168_3"
"154","1015_1"
"155","1015_2"
"156","1015_3"
"157","1018_1"
"158","1018_2"
"159","1018_3"
"160","2222_1"
"161","2222_2"
"162","2222_3"
"163","1021_1"
"164","1021_2"
"165","1021_3"
"166","1032_1"
"167","1032_2"
"168","1032_3"
"169","2007_1"
"170","2007_2"
"171","2007_3"
"172","1050_1"
"173","1050_2"
"174","1050_3"
"175","1052_1"
"176","1052_2"
"177","1052_3"
"178","1056_1"
"179","1056_2"
"180","1056_3"
"181","2120_1"
"182","2120_2"
"183","2120_3"
"184","2193_1"
"185","2193_2"
"186","2193_3"
"187","1071_1"
"188","1071_2"
"189","1071_3"
"190","2121_1"
"191","2121_2"
"192","2121_3"
"193","1076_1"
"194","1076_2"
"195","1076_3"
"196","1090_1"
"197","1090_2"
"198","1090_3"
"199","2175_1"
"200","2175_2"
"201","2175_3"
"202","2220_1"
"203","2220_2"
"204","2220_3"
"205","1098_1"
"206","1098_2"
"207","1098_3"
"208","1101_1"
"209","1101_2"
"210","1101_3"
"211","1103_1"
"212","1103_2"
"213","1103_3"
"214","1109_1"
"215","1109_2"
"216","1109_3"
"217","2095_1"
"218","2095_2"
"219","2095_3"
"220","2033_1"
"221","2033_2"
"222","2033_3"
"223","1127_1"
"224","1127_2"
"225","1127_3"
"226","2176_1"
"227","2176_2"
"228","2176_3"
"229","1152_1"
"230","1152_2"
"231","1152_3"
"232","2197_1"
"233","2197_2"
"234","2197_3"
"235","2159_1"
"236","2159_2"
"237","2159_3"
"238","1164_1"
"239","1164_2"
"240","1164_3"
"241","2086_1"
"242","2086_2"
"243","2086_3"
"244","1174_1"
"245","1174_2"
"246","1174_3"
"247","2048_1"
"248","2048_2"
"249","2048_3"
"250","1186_1"
"251","1186_2"
"252","1186_3"
"253","2165_1"
"254","2165_2"
"255","2165_3"
"256","2109_1"
"257","2109_2"
"258","2109_3"
"259","1213_1"
"260","1213_2"
"261","1213_3"
"262","2060_1"
"263","2060_2"
"264","2060_3"
"265","2014_1"
"266","2014_2"
"267","2014_3"
"268","1223_1"
"269","1223_2"
"270","1223_3"
"271","1225_1"
"272","1225_2"
"273","1225_3"
"274","2206_1"
"275","2206_2"
"276","2206_3"
"277","1244_1"
"278","1244_2"
"279","1244_3"
"280","1254_1"
"281","1254_2"
"282","1254_3"
"283","1259_1"
"284","1259_2"
"285","1259_3"
"286","1260_1"
"287","1260_2"
"288","1260_3"
"289","1265_1"
"290","1265_2"
"291","1265_3"
"292","2087_1"
"293","2087_2"
"294","2087_3"
