"","x"
"1","1014_1"
"2","1014_2"
"3","1014_3"
"4","1019_1"
"5","1019_2"
"6","1019_3"
"7","1020_1"
"8","1020_2"
"9","1020_3"
"10","1027_1"
"11","1027_2"
"12","1027_3"
"13","2127_1"
"14","2127_2"
"15","2127_3"
"16","2169_1"
"17","2169_2"
"18","2169_3"
"19","2066_1"
"20","2066_2"
"21","2066_3"
"22","1045_1"
"23","1045_2"
"24","1045_3"
"25","1049_1"
"26","1049_2"
"27","1049_3"
"28","2111_1"
"29","2111_2"
"30","2111_3"
"31","2177_1"
"32","2177_2"
"33","2177_3"
"34","2149_1"
"35","2149_2"
"36","2149_3"
"37","1059_1"
"38","1059_2"
"39","1059_3"
"40","2051_1"
"41","2051_2"
"42","2051_3"
"43","1064_1"
"44","1064_2"
"45","1064_3"
"46","1068_1"
"47","1068_2"
"48","1068_3"
"49","2101_1"
"50","2101_2"
"51","2101_3"
"52","2267_1"
"53","2267_2"
"54","2267_3"
"55","2011_1"
"56","2011_2"
"57","2011_3"
"58","2108_1"
"59","2108_2"
"60","2108_3"
"61","1096_1"
"62","1096_2"
"63","1096_3"
"64","1097_1"
"65","1097_2"
"66","1097_3"
"67","2151_1"
"68","2151_2"
"69","2151_3"
"70","1116_1"
"71","1116_2"
"72","1116_3"
"73","2248_1"
"74","2248_2"
"75","2248_3"
"76","1131_1"
"77","1131_2"
"78","1131_3"
"79","1144_1"
"80","1144_2"
"81","1144_3"
"82","2038_1"
"83","2038_2"
"84","2038_3"
"85","2218_1"
"86","2218_2"
"87","2218_3"
"88","2103_1"
"89","2103_2"
"90","2103_3"
"91","2072_1"
"92","2072_2"
"93","2072_3"
"94","2201_1"
"95","2201_2"
"96","2201_3"
"97","1170_1"
"98","1170_2"
"99","1170_3"
"100","1179_1"
"101","1179_2"
"102","1179_3"
"103","2210_1"
"104","2210_2"
"105","2210_3"
"106","2049_1"
"107","2049_2"
"108","2049_3"
"109","2217_1"
"110","2217_2"
"111","2217_3"
"112","2154_1"
"113","2154_2"
"114","2154_3"
"115","1209_1"
"116","1209_2"
"117","1209_3"
"118","2141_1"
"119","2141_2"
"120","2141_3"
"121","1216_1"
"122","1216_2"
"123","1216_3"
"124","1220_1"
"125","1220_2"
"126","1220_3"
"127","1221_1"
"128","1221_2"
"129","1221_3"
"130","1222_1"
"131","1222_2"
"132","1222_3"
"133","1231_1"
"134","1231_2"
"135","1231_3"
"136","1250_1"
"137","1250_2"
"138","1250_3"
"139","1261_1"
"140","1261_2"
"141","1261_3"
"142","1269_1"
"143","1269_2"
"144","1269_3"
"145","2139_1"
"146","2139_2"
"147","2139_3"
"148","2268_1"
"149","2268_2"
"150","2268_3"
"151","2222_1"
"152","2222_2"
"153","2222_3"
"154","2063_1"
"155","2063_2"
"156","2063_3"
"157","1030_1"
"158","1030_2"
"159","1030_3"
"160","1032_1"
"161","1032_2"
"162","1032_3"
"163","1036_1"
"164","1036_2"
"165","1036_3"
"166","2031_1"
"167","2031_2"
"168","2031_3"
"169","2007_1"
"170","2007_2"
"171","2007_3"
"172","1050_1"
"173","1050_2"
"174","1050_3"
"175","1051_1"
"176","1051_2"
"177","1051_3"
"178","1054_1"
"179","1054_2"
"180","1054_3"
"181","2120_1"
"182","2120_2"
"183","2120_3"
"184","1062_1"
"185","1062_2"
"186","1062_3"
"187","2253_1"
"188","2253_2"
"189","2253_3"
"190","2193_1"
"191","2193_2"
"192","2193_3"
"193","1071_1"
"194","1071_2"
"195","1071_3"
"196","1079_1"
"197","1079_2"
"198","1079_3"
"199","1086_1"
"200","1086_2"
"201","1086_3"
"202","1089_1"
"203","1089_2"
"204","1089_3"
"205","2220_1"
"206","2220_2"
"207","2220_3"
"208","2059_1"
"209","2059_2"
"210","2059_3"
"211","1103_1"
"212","1103_2"
"213","1103_3"
"214","2095_1"
"215","2095_2"
"216","2095_3"
"217","1127_1"
"218","1127_2"
"219","1127_3"
"220","2163_1"
"221","2163_2"
"222","2163_3"
"223","2258_1"
"224","2258_2"
"225","2258_3"
"226","1152_1"
"227","1152_2"
"228","1152_3"
"229","1155_1"
"230","1155_2"
"231","1155_3"
"232","1163_1"
"233","1163_2"
"234","1163_3"
"235","1167_1"
"236","1167_2"
"237","1167_3"
"238","1169_1"
"239","1169_2"
"240","1169_3"
"241","2086_1"
"242","2086_2"
"243","2086_3"
"244","2048_1"
"245","2048_2"
"246","2048_3"
"247","1191_1"
"248","1191_2"
"249","1191_3"
"250","1196_1"
"251","1196_2"
"252","1196_3"
"253","1200_1"
"254","1200_2"
"255","1200_3"
"256","1208_1"
"257","1208_2"
"258","1208_3"
"259","2109_1"
"260","2109_2"
"261","2109_3"
"262","1213_1"
"263","1213_2"
"264","1213_3"
"265","2207_1"
"266","2207_2"
"267","2207_3"
"268","2045_1"
"269","2045_2"
"270","2045_3"
"271","2231_1"
"272","2231_2"
"273","2231_3"
"274","2263_1"
"275","2263_2"
"276","2263_3"
"277","2056_1"
"278","2056_2"
"279","2056_3"
"280","2100_1"
"281","2100_2"
"282","2100_3"
"283","2064_1"
"284","2064_2"
"285","2064_3"
"286","2262_1"
"287","2262_2"
"288","2262_3"
