"","x"
"1","1008_1"
"2","1008_2"
"3","1008_3"
"4","2099_1"
"5","2099_2"
"6","2099_3"
"7","1014_1"
"8","1014_2"
"9","1014_3"
"10","2189_1"
"11","2189_2"
"12","2189_3"
"13","2127_1"
"14","2127_2"
"15","2127_3"
"16","1031_1"
"17","1031_2"
"18","1031_3"
"19","2252_1"
"20","2252_2"
"21","2252_3"
"22","1057_1"
"23","1057_2"
"24","1057_3"
"25","2198_1"
"26","2198_2"
"27","2198_3"
"28","1073_1"
"29","1073_2"
"30","1073_3"
"31","2267_1"
"32","2267_2"
"33","2267_3"
"34","2029_1"
"35","2029_2"
"36","2029_3"
"37","1093_1"
"38","1093_2"
"39","1093_3"
"40","1096_1"
"41","1096_2"
"42","1096_3"
"43","1120_1"
"44","1120_2"
"45","1120_3"
"46","2008_1"
"47","2008_2"
"48","2008_3"
"49","1125_1"
"50","1125_2"
"51","1125_3"
"52","1128_1"
"53","1128_2"
"54","1128_3"
"55","2094_1"
"56","2094_2"
"57","2094_3"
"58","2061_1"
"59","2061_2"
"60","2061_3"
"61","1138_1"
"62","1138_2"
"63","1138_3"
"64","1154_1"
"65","1154_2"
"66","1154_3"
"67","1161_1"
"68","1161_2"
"69","1161_3"
"70","2265_1"
"71","2265_2"
"72","2265_3"
"73","2136_1"
"74","2136_2"
"75","2136_3"
"76","1179_1"
"77","1179_2"
"78","1179_3"
"79","2158_1"
"80","2158_2"
"81","2158_3"
"82","1188_1"
"83","1188_2"
"84","1188_3"
"85","1194_1"
"86","1194_2"
"87","1194_3"
"88","2105_1"
"89","2105_2"
"90","2105_3"
"91","2043_1"
"92","2043_2"
"93","2043_3"
"94","1204_1"
"95","1204_2"
"96","1204_3"
"97","1218_1"
"98","1218_2"
"99","1218_3"
"100","2115_1"
"101","2115_2"
"102","2115_3"
"103","1222_1"
"104","1222_2"
"105","1222_3"
"106","2156_1"
"107","2156_2"
"108","2156_3"
"109","1248_1"
"110","1248_2"
"111","1248_3"
"112","2170_1"
"113","2170_2"
"114","2170_3"
"115","1270_1"
"116","1270_2"
"117","1270_3"
"118","2152_1"
"119","2152_2"
"120","2152_3"
"121","1009_1"
"122","1009_2"
"123","1009_3"
"124","2139_1"
"125","2139_2"
"126","2139_3"
"127","1021_1"
"128","1021_2"
"129","1021_3"
"130","1030_1"
"131","1030_2"
"132","1030_3"
"133","2142_1"
"134","2142_2"
"135","2142_3"
"136","1042_1"
"137","1042_2"
"138","1042_3"
"139","2131_1"
"140","2131_2"
"141","2131_3"
"142","1058_1"
"143","1058_2"
"144","1058_3"
"145","2180_1"
"146","2180_2"
"147","2180_3"
"148","1079_1"
"149","1079_2"
"150","1079_3"
"151","1088_1"
"152","1088_2"
"153","1088_3"
"154","2175_1"
"155","2175_2"
"156","2175_3"
"157","2220_1"
"158","2220_2"
"159","2220_3"
"160","2124_1"
"161","2124_2"
"162","2124_3"
"163","1124_1"
"164","1124_2"
"165","1124_3"
"166","2178_1"
"167","2178_2"
"168","2178_3"
"169","2052_1"
"170","2052_2"
"171","2052_3"
"172","1136_1"
"173","1136_2"
"174","1136_3"
"175","1137_1"
"176","1137_2"
"177","1137_3"
"178","2133_1"
"179","2133_2"
"180","2133_3"
"181","2247_1"
"182","2247_2"
"183","2247_3"
"184","2250_1"
"185","2250_2"
"186","2250_3"
"187","1162_1"
"188","1162_2"
"189","1162_3"
"190","1174_1"
"191","1174_2"
"192","1174_3"
"193","2048_1"
"194","2048_2"
"195","2048_3"
"196","1183_1"
"197","1183_2"
"198","1183_3"
"199","2024_1"
"200","2024_2"
"201","2024_3"
"202","2006_1"
"203","2006_2"
"204","2006_3"
"205","1199_1"
"206","1199_2"
"207","1199_3"
"208","1202_1"
"209","1202_2"
"210","1202_3"
"211","2079_1"
"212","2079_2"
"213","2079_3"
"214","2014_1"
"215","2014_2"
"216","2014_3"
"217","1219_1"
"218","1219_2"
"219","1219_3"
"220","2263_1"
"221","2263_2"
"222","2263_3"
"223","1235_1"
"224","1235_2"
"225","1235_3"
"226","2269_1"
"227","2269_2"
"228","2269_3"
"229","1258_1"
"230","1258_2"
"231","1258_3"
"232","2087_1"
"233","2087_2"
"234","2087_3"
