"","x"
"1","1002_1"
"2","1002_2"
"3","1002_3"
"4","2047_1"
"5","2047_2"
"6","2047_3"
"7","2019_1"
"8","2019_2"
"9","2019_3"
"10","2099_1"
"11","2099_2"
"12","2099_3"
"13","1012_1"
"14","1012_2"
"15","1012_3"
"16","1014_1"
"17","1014_2"
"18","1014_3"
"19","1028_1"
"20","1028_2"
"21","1028_3"
"22","1031_1"
"23","1031_2"
"24","1031_3"
"25","2044_1"
"26","2044_2"
"27","2044_3"
"28","1039_1"
"29","1039_2"
"30","1039_3"
"31","1040_1"
"32","1040_2"
"33","1040_3"
"34","2252_1"
"35","2252_2"
"36","2252_3"
"37","1044_1"
"38","1044_2"
"39","1044_3"
"40","1053_1"
"41","1053_2"
"42","1053_3"
"43","2149_1"
"44","2149_2"
"45","2149_3"
"46","1057_1"
"47","1057_2"
"48","1057_3"
"49","1061_1"
"50","1061_2"
"51","1061_3"
"52","1065_1"
"53","1065_2"
"54","1065_3"
"55","2173_1"
"56","2173_2"
"57","2173_3"
"58","1073_1"
"59","1073_2"
"60","1073_3"
"61","1077_1"
"62","1077_2"
"63","1077_3"
"64","2011_1"
"65","2011_2"
"66","2011_3"
"67","2108_1"
"68","2108_2"
"69","2108_3"
"70","2134_1"
"71","2134_2"
"72","2134_3"
"73","2266_1"
"74","2266_2"
"75","2266_3"
"76","2194_1"
"77","2194_2"
"78","2194_3"
"79","1133_1"
"80","1133_2"
"81","1133_3"
"82","2061_1"
"83","2061_2"
"84","2061_3"
"85","1151_1"
"86","1151_2"
"87","1151_3"
"88","1154_1"
"89","1154_2"
"90","1154_3"
"91","1161_1"
"92","1161_2"
"93","1161_3"
"94","2265_1"
"95","2265_2"
"96","2265_3"
"97","2042_1"
"98","2042_2"
"99","2042_3"
"100","2072_1"
"101","2072_2"
"102","2072_3"
"103","1171_1"
"104","1171_2"
"105","1171_3"
"106","1172_1"
"107","1172_2"
"108","1172_3"
"109","1173_1"
"110","1173_2"
"111","1173_3"
"112","2081_1"
"113","2081_2"
"114","2081_3"
"115","1188_1"
"116","1188_2"
"117","1188_3"
"118","2210_1"
"119","2210_2"
"120","2210_3"
"121","1194_1"
"122","1194_2"
"123","1194_3"
"124","2245_1"
"125","2245_2"
"126","2245_3"
"127","1203_1"
"128","1203_2"
"129","1203_3"
"130","2261_1"
"131","2261_2"
"132","2261_3"
"133","1211_1"
"134","1211_2"
"135","1211_3"
"136","2091_1"
"137","2091_2"
"138","2091_3"
"139","2123_1"
"140","2123_2"
"141","2123_3"
"142","1231_1"
"143","1231_2"
"144","1231_3"
"145","1243_1"
"146","1243_2"
"147","1243_3"
"148","2129_1"
"149","2129_2"
"150","2129_3"
"151","2073_1"
"152","2073_2"
"153","2073_3"
"154","1257_1"
"155","1257_2"
"156","1257_3"
"157","2170_1"
"158","2170_2"
"159","2170_3"
"160","1266_1"
"161","1266_2"
"162","1266_3"
"163","2232_1"
"164","2232_2"
"165","2232_3"
"166","2256_1"
"167","2256_2"
"168","2256_3"
"169","1003_1"
"170","1003_2"
"171","1003_3"
"172","1005_1"
"173","1005_2"
"174","1005_3"
"175","1009_1"
"176","1009_2"
"177","1009_3"
"178","2090_1"
"179","2090_2"
"180","2090_3"
"181","2139_1"
"182","2139_2"
"183","2139_3"
"184","2202_1"
"185","2202_2"
"186","2202_3"
"187","2142_1"
"188","2142_2"
"189","2142_3"
"190","1037_1"
"191","1037_2"
"192","1037_3"
"193","2211_1"
"194","2211_2"
"195","2211_3"
"196","2153_1"
"197","2153_2"
"198","2153_3"
"199","1042_1"
"200","1042_2"
"201","1042_3"
"202","2104_1"
"203","2104_2"
"204","2104_3"
"205","2214_1"
"206","2214_2"
"207","2214_3"
"208","1054_1"
"209","1054_2"
"210","1054_3"
"211","2131_1"
"212","2131_2"
"213","2131_3"
"214","2162_1"
"215","2162_2"
"216","2162_3"
"217","2085_1"
"218","2085_2"
"219","2085_3"
"220","1070_1"
"221","1070_2"
"222","1070_3"
"223","2180_1"
"224","2180_2"
"225","2180_3"
"226","2228_1"
"227","2228_2"
"228","2228_3"
"229","1086_1"
"230","1086_2"
"231","1086_3"
"232","1089_1"
"233","1089_2"
"234","1089_3"
"235","1091_1"
"236","1091_2"
"237","1091_3"
"238","1094_1"
"239","1094_2"
"240","1094_3"
"241","1114_1"
"242","1114_2"
"243","1114_3"
"244","2004_1"
"245","2004_2"
"246","2004_3"
"247","1137_1"
"248","1137_2"
"249","1137_3"
"250","2013_1"
"251","2013_2"
"252","2013_3"
"253","2247_1"
"254","2247_2"
"255","2247_3"
"256","2250_1"
"257","2250_2"
"258","2250_3"
"259","1162_1"
"260","1162_2"
"261","1162_3"
"262","1165_1"
"263","1165_2"
"264","1165_3"
"265","1167_1"
"266","1167_2"
"267","1167_3"
"268","2164_1"
"269","2164_2"
"270","2164_3"
"271","2016_1"
"272","2016_2"
"273","2016_3"
"274","2122_1"
"275","2122_2"
"276","2122_3"
"277","1185_1"
"278","1185_2"
"279","1185_3"
"280","2024_1"
"281","2024_2"
"282","2024_3"
"283","1191_1"
"284","1191_2"
"285","1191_3"
"286","2006_1"
"287","2006_2"
"288","2006_3"
"289","1197_1"
"290","1197_2"
"291","1197_3"
"292","2140_1"
"293","2140_2"
"294","2140_3"
"295","1207_1"
"296","1207_2"
"297","1207_3"
"298","2155_1"
"299","2155_2"
"300","2155_3"
"301","1212_1"
"302","1212_2"
"303","1212_3"
"304","1228_1"
"305","1228_2"
"306","1228_3"
"307","2056_1"
"308","2056_2"
"309","2056_3"
"310","2053_1"
"311","2053_2"
"312","2053_3"
"313","1247_1"
"314","1247_2"
"315","1247_3"
"316","1249_1"
"317","1249_2"
"318","1249_3"
"319","2117_1"
"320","2117_2"
"321","2117_3"
"322","1258_1"
"323","1258_2"
"324","1258_3"
"325","2023_1"
"326","2023_2"
"327","2023_3"
"328","1271_1"
"329","1271_2"
"330","1271_3"
