group1,group2
2256,1002
1003,2047
2057,1004
1006,2237
2168,1010
2090,1012
1014,2139
2254,1018
1020,2222
1030,2127
2142,1031
2169,1032
2058,1033
1036,2066
1037,2044
2015,1038
1042,2252
1043,2172
2031,1045
2137,1046
1052,2088
1054,2149
2026,1055
1056,2036
1057,2131
1058,2198
2120,1059
2259,1060
2162,1061
1065,2085
2121,1072
1077,2228
2071,1078
1079,2267
2037,1085
1086,2011
1089,2108
1091,2134
1095,2195
2220,1096
2034,1100
2068,1104
1105,2251
1106,2017
1107,2205
1111,2240
2110,1112
2166,1115
2033,1117
1118,2070
2098,1119
1123,2219
1125,2178
2163,1131
2004,1133
1136,2094
1142,2025
2233,1143
1149,2125
1157,2077
2144,1159
2102,1160
1161,2250
1163,2103
1164,2062
1165,2042
1170,2086
2136,1174
1175,2227
1176,2020
2138,1177
1180,2270
2097,1182
1183,2158
1185,2081
2054,1187
2024,1188
1192,2239
1193,2021
1198,2096
1199,2105
2079,1204
2188,1206
2154,1208
2155,1211
1216,2207
1217,2060
2014,1218
1219,2115
1224,2171
2112,1225
2238,1227
1229,2135
1235,2156
2242,1239
1241,2206
1247,2129
1248,2269
1249,2073
1251,2244
2119,1253
2223,1256
2041,1260
2064,1261
1262,2212
1264,2243
2001,1268
2087,1270
2232,1271
