group1,group2
2121,1002
1004,2216
2063,1007
1009,2141
2227,1010
1012,2107
2067,1013
1016,2131
2120,1018
1020,2202
2130,1022
2197,1023
2155,1024
2175,1026
1028,2248
1030,2233
1033,2305
1038,2004
1043,2151
1045,2163
2016,1046
2036,1047
2186,1050
2089,1052
1055,2068
2302,1056
2217,1057
2108,1061
1062,2188
2226,1064
1065,2316
2269,1069
2261,1076
1077,2206
2019,1084
2231,1090
2259,1095
1098,2043
1100,2317
2278,1106
2220,1107
1109,2185
2228,1114
2144,1115
2111,1118
2069,1119
2260,1123
1125,2225
2129,1126
1127,2143
2149,1131
1132,2167
2254,1133
2152,1140
2172,1143
2013,1144
1145,2085
2126,1147
2268,1148
2154,1150
2184,1154
1157,2104
2052,1161
2247,1164
2122,1165
1167,2084
2156,1169
1170,2235
2275,1177
2095,1180
1182,2223
1184,2103
1187,2165
2009,1189
1191,2079
2017,1193
1195,2262
2204,1196
1199,2088
1201,2093
2224,1209
2250,1210
2187,1211
1212,2070
2277,1214
2101,1216
1220,2240
2176,1222
2307,1223
1224,2210
2193,1233
2263,1235
2081,1236
1239,2117
2056,1243
2125,1245
2238,1249
1250,2319
1252,2162
1253,2212
1261,2201
2138,1262
1264,2109
1265,2064
1268,2153
1272,2087
1276,2100
1277,2027
2014,1280
1282,2012
1283,2073
1285,2006
1295,2256
1297,2030
2094,1300
1301,2003
2080,1304
1306,2274
1308,2072
1309,2092
1310,2110
1311,2189
1312,2137
2230,1313
2119,1315
2112,1317
2134,1318
2257,1319
