group1,group2
2047,1003
1010,2168
1011,2118
2200,1015
1019,2268
2046,1022
1027,2063
1029,2234
2169,1032
1033,2058
2181,1034
2113,1035
2066,1036
1041,2271
1045,2031
1047,2204
2111,1050
2177,1051
1055,2026
2198,1058
2076,1063
1064,2253
1067,2039
1072,2121
1073,2180
1074,2216
2005,1075
2246,1076
1077,2228
1078,2071
2267,1079
1080,2032
1083,2055
1085,2037
2011,1086
2108,1089
2134,1091
2065,1092
2130,1098
1100,2034
2182,1102
2084,1110
2240,1111
1112,2110
1113,2257
1115,2166
1117,2033
1125,2178
2208,1130
1131,2163
1133,2004
1134,2221
2255,1135
2094,1136
2061,1137
2025,1142
1144,2258
2226,1146
2191,1147
1148,2176
2038,1152
1159,2144
2062,1164
1173,2122
2136,1174
1179,2048
2067,1181
2081,1185
2190,1186
2210,1191
2021,1193
1195,2225
2096,1198
2105,1199
2217,1200
1204,2079
1205,2126
1206,2188
2154,1208
1210,2215
2141,1213
1214,2075
1218,2014
2115,1219
1220,2045
1221,2231
1222,2263
1224,2171
2112,1225
1226,2089
2022,1230
1231,2056
2078,1234
2156,1235
1236,2174
2209,1237
1239,2242
2093,1242
2073,1249
1250,2100
1252,2010
2035,1255
1257,2117
2132,1259
2041,1260
1261,2064
1262,2212
2199,1267
1272,2145
