group1,group2
1005,2019
2237,1006
2069,1007
1015,2200
2268,1019
1021,2189
1023,2012
2157,1025
2092,1026
2202,1028
1030,2127
1035,2113
1039,2211
1041,2271
2252,1042
2137,1046
1047,2204
1051,2177
2088,1052
1055,2026
2036,1056
1057,2131
1058,2198
2259,1060
2162,1061
2076,1063
1067,2039
2180,1073
2216,1074
1076,2246
2071,1078
2267,1079
2032,1080
2055,1083
1084,2082
1086,2011
1087,2114
2134,1091
1092,2065
1096,2220
2059,1097
2151,1103
1104,2068
1109,2116
2110,1112
1115,2166
2095,1116
1119,2098
2235,1121
1122,2160
2219,1123
1129,2187
2074,1132
1138,2133
2106,1139
1140,2040
2233,1143
2176,1148
1149,2125
1156,2197
2077,1157
1158,2159
1159,2144
2265,1162
2192,1166
2072,1167
1171,2164
1173,2122
2227,1175
1184,2128
2081,1185
1187,2054
2210,1191
2239,1192
1194,2006
2105,1199
1202,2043
2126,1205
1206,2188
1207,2261
2155,1211
1212,2091
2075,1214
2183,1215
2207,1216
2060,1217
1223,2018
1225,2112
2089,1226
2135,1229
2272,1232
1233,2003
1234,2078
1236,2174
2209,1237
2196,1238
1239,2242
2093,1242
1244,2184
1245,2027
1246,2147
2244,1251
2229,1254
1255,2035
1256,2223
2023,1266
1269,2262
1271,2232
1272,2145
