group1,group2
2267,1003
1008,2284
1009,2141
2107,1012
1014,2192
2202,1020
2130,1022
1024,2155
2034,1025
1027,2320
2048,1036
1037,2161
1038,2004
1039,2015
2252,1041
1043,2151
1044,2310
2041,1048
2219,1049
1051,2142
2068,1055
1060,2139
2316,1065
2285,1066
2169,1067
1071,2055
2115,1073
2082,1075
2261,1076
1078,2023
2265,1081
1085,2057
1086,2113
2083,1087
2106,1089
2132,1093
1095,2259
2170,1097
1100,2317
2312,1101
2278,1106
2220,1107
1118,2111
2069,1119
1120,2205
2304,1121
2105,1122
1129,2309
1134,2038
1136,2047
2035,1137
1139,2045
1141,2164
1143,2172
1144,2013
1145,2085
2126,1147
1148,2268
1150,2154
1156,2292
1157,2104
1158,2010
1159,2026
1160,2075
2059,1163
2156,1169
1170,2235
1171,2060
1175,2128
2290,1178
2223,1182
1183,2025
1189,2009
1192,2029
1196,2204
1199,2088
1201,2093
2066,1202
1203,2273
1206,2218
1209,2224
1213,2028
2277,1214
2033,1217
2291,1218
1220,2240
2176,1222
2214,1230
2054,1231
1232,2318
2021,1234
2124,1237
2117,1239
2245,1241
1242,2237
1243,2056
2249,1251
2173,1255
1256,2306
2229,1257
2133,1258
2190,1259
1263,2299
2109,1264
1270,2127
2183,1273
1275,2074
2027,1277
2014,1280
2145,1281
2150,1289
2076,1291
2011,1292
2311,1293
2042,1294
2256,1295
1296,2168
2294,1299
1300,2094
1301,2003
2099,1302
2110,1310
1311,2189
1312,2137
2230,1313
2119,1315
1316,2020
2207,1320
