group1,group2
2047,1003
1010,2168
1011,2118
2200,1015
1019,2268
2046,1022
2092,1026
1027,2063
1029,2234
1033,2058
2181,1034
2113,1035
2066,1036
1041,2271
2252,1042
1044,2104
1045,2031
2111,1050
1053,2214
2198,1058
1061,2162
2076,1063
1064,2253
2150,1066
2101,1071
1072,2121
1073,2180
2005,1075
2246,1076
1077,2228
2267,1079
1080,2032
1082,2236
1083,2055
1085,2037
2011,1086
2134,1091
2065,1092
2266,1094
1096,2220
2182,1102
2084,1110
2240,1111
1112,2110
1113,2257
1115,2166
1117,2033
2070,1118
1120,2124
1122,2160
1123,2219
2208,1130
1131,2163
1134,2221
2255,1135
2094,1136
2061,1137
2146,1141
1144,2258
2226,1146
1148,2176
2038,1152
2083,1153
1154,2247
1159,2144
2062,1164
2192,1166
2201,1169
2136,1174
2227,1175
2128,1184
2190,1186
1188,2024
2210,1191
2021,1193
2096,1198
2105,1199
2154,1208
1210,2215
2141,1213
1214,2075
1218,2014
2115,1219
1220,2045
1221,2231
1224,2171
2112,1225
1226,2089
2022,1230
1231,2056
2156,1235
1236,2174
2209,1237
2093,1242
1248,2269
2073,1249
1250,2100
1252,2010
1253,2119
2229,1254
2035,1255
2170,1258
2132,1259
2041,1260
1261,2064
1262,2212
2243,1264
2199,1267
1272,2145
