group1,group2
1001,2246
2216,1004
2236,1006
1008,2284
1010,2227
1011,2221
1014,2192
2264,1019
2022,1021
1022,2130
1023,2197
2034,1025
2175,1026
1028,2248
1029,2215
1031,2051
2286,1032
2305,1033
2048,1036
2161,1037
2252,1041
1042,2077
2016,1046
1047,2036
2089,1052
2276,1053
1055,2068
1056,2302
1057,2217
1060,2139
1062,2188
2316,1065
2285,1066
1067,2169
2082,1075
1078,2023
1080,2194
2160,1083
1084,2019
1086,2113
2083,1087
2258,1088
1090,2231
2259,1095
1101,2312
2065,1110
2136,1117
2105,1122
1123,2260
2143,1127
1129,2309
2167,1132
1134,2038
2253,1138
2164,1141
1143,2172
2085,1145
1146,2058
2126,1147
1150,2154
2287,1151
1155,2280
1161,2052
2281,1162
1163,2059
2084,1167
2159,1168
1169,2156
2128,1175
1177,2275
2177,1181
1182,2223
2146,1190
1191,2079
1192,2029
2262,1195
2158,1198
1200,2196
2093,1201
1205,2001
1206,2218
2293,1208
2028,1213
2101,1216
2291,1218
2053,1219
1224,2210
1226,2251
2239,1229
2318,1232
1234,2021
2157,1238
2117,1239
2062,1240
1241,2245
1244,2282
2266,1246
1252,2162
1253,2212
1255,2173
1257,2229
2133,1258
2201,1261
1264,2109
1267,2242
1268,2153
1271,2270
2087,1272
2183,1273
2074,1275
2002,1279
1280,2014
1286,2031
1288,2181
2076,1291
2011,1292
1293,2311
2279,1298
1299,2294
2099,1302
1303,2182
2301,1305
2092,1309
1310,2110
1314,2199
1315,2119
2112,1317
2134,1318
