group1,group2
2213,1001
2047,1003
1004,2057
2237,1006
1009,2099
2139,1014
1015,2200
1016,2264
1023,2012
1026,2092
1027,2063
2234,1029
2127,1030
2142,1031
1032,2169
2181,1034
1040,2153
1043,2172
2204,1047
2088,1052
2214,1053
1054,2149
2026,1055
2198,1058
2051,1062
2076,1063
2085,1065
2150,1066
2101,1071
2005,1075
1077,2228
1083,2055
1085,2037
2011,1086
2114,1087
1093,2175
2151,1103
1105,2251
1110,2084
1112,2110
1114,2194
2166,1115
1116,2095
2070,1118
1123,2219
2178,1125
2248,1127
1129,2187
2163,1131
1133,2004
2094,1136
1137,2061
1138,2133
1139,2106
2040,1140
1141,2146
1142,2025
1145,2260
1146,2226
2125,1149
1150,2028
2013,1151
2247,1154
1162,2265
1168,2148
2086,1170
1171,2164
1175,2227
2270,1180
1182,2097
1183,2158
2190,1186
2054,1187
1188,2024
2165,1190
2239,1192
1195,2225
2049,1196
2096,1198
1199,2105
2167,1201
1202,2043
2140,1203
1204,2079
1205,2126
2261,1207
1210,2215
2075,1214
1220,2045
2231,1221
2018,1223
1228,2123
1230,2022
2209,1237
1241,2206
2053,1243
2010,1252
2119,1253
2229,1254
2132,1259
2041,1260
1261,2064
1262,2212
2179,1263
1264,2243
2080,1265
1266,2023
2199,1267
1270,2087
