group1,group2
1001,2272
2222,1003
1007,2234
2170,1009
2208,1014
1016,2218
2038,1019
2146,1025
2304,1027
1028,2017
1029,2241
2271,1033
2174,1035
1037,2203
1038,2107
2028,1042
2195,1043
1044,2264
1045,2113
2045,1048
1049,2011
1052,2148
2138,1053
2134,1057
1060,2143
2306,1067
2115,1078
1079,2047
2317,1082
2062,1083
1085,2292
1086,2052
1087,2309
2154,1093
2050,1094
1096,2021
2063,1098
2054,1100
1102,2314
1104,2001
2279,1106
2175,1108
1110,2204
1112,2199
1120,2090
1121,2069
2156,1123
1124,2294
1125,2308
2055,1128
1129,2249
2109,1131
1133,2283
2266,1135
2298,1137
1141,2153
2066,1144
1147,2289
1148,2060
2316,1150
1153,2285
1154,2206
2230,1158
1160,2267
2167,1161
1163,2111
2192,1164
2197,1173
1178,2157
1179,2244
1180,2302
1181,2151
1188,2287
1190,2172
2219,1191
2252,1192
2025,1195
1196,2193
1199,2033
2297,1209
1212,2130
2182,1213
1214,2243
2139,1215
1217,2136
1218,2152
2092,1220
2242,1222
2183,1223
1226,2003
2293,1228
2059,1229
1230,2086
1231,2044
2075,1232
2210,1236
2276,1238
2190,1244
1246,2162
2014,1247
2140,1248
1251,2262
2073,1252
2030,1254
2215,1256
1261,2121
2114,1265
1271,2216
2231,1276
1281,2095
2225,1284
1289,2048
1290,2257
1291,2098
1293,2007
1294,2080
2082,1300
1301,2100
1302,2079
2046,1303
1304,2213
2245,1305
2056,1306
2305,1307
1313,2061
2008,1315
1319,2295
2076,1320
