group1,group2
2213,1001
2019,1005
2002,1013
2200,1015
1016,2264
2107,1017
1019,2268
1022,2046
1024,2030
2157,1025
2063,1027
2202,1028
2234,1029
1034,2181
1035,2113
2211,1039
2153,1040
2271,1041
2104,1044
2204,1047
1048,2230
1053,2214
1062,2051
1063,2076
2253,1064
1066,2150
2193,1068
2050,1069
1071,2101
2005,1075
2246,1076
1081,2249
2055,1083
1090,2185
2065,1092
1093,2175
1094,2266
2059,1097
2009,1099
1101,2161
2151,1103
1108,2224
2257,1113
2160,1122
1126,2143
2248,1127
1128,2052
1129,2187
1130,2208
1132,2074
1135,2255
2061,1137
2133,1138
1139,2106
1141,2146
1144,2258
1145,2260
2226,1146
1147,2191
1148,2176
2028,1150
2038,1152
1154,2247
2197,1156
2265,1162
2192,1166
2072,1167
2148,1168
1171,2164
1172,2016
1179,2048
2067,1181
2128,1184
2190,1186
1189,2203
1191,2210
2049,1196
1197,2245
2167,1201
2043,1202
2140,1203
2109,1209
2215,1210
1214,2075
1215,2183
2045,1220
1222,2263
1223,2018
1226,2089
2123,1228
2022,1230
1231,2056
2003,1233
1236,2174
2209,1237
2186,1240
2093,1242
1243,2053
1244,2184
2147,1246
1252,2010
1254,2229
2035,1255
2179,1263
2080,1265
1266,2023
1267,2199
2262,1269
1272,2145
