group1,group2
2222,1003
2256,1005
1007,2234
1008,2232
1012,2278
2208,1014
2042,1017
1018,2198
2038,1019
2259,1020
1024,2211
1026,2135
1029,2241
2142,1031
2028,1042
1046,2212
2074,1047
2011,1049
1053,2138
1054,2163
1056,2184
1058,2012
1061,2178
1062,2094
1063,2246
1065,2099
2306,1067
2004,1068
2313,1069
2290,1072
1075,2027
1076,2078
1077,2263
1078,2115
1086,2052
2309,1087
1091,2301
2247,1092
2312,1095
1098,2063
1099,2104
2054,1100
2085,1103
2279,1106
2035,1107
2128,1109
1113,2141
2110,1114
1115,2240
1122,2315
1124,2294
2308,1125
2299,1126
1128,2055
2249,1129
1131,2109
1139,2051
1143,2248
1146,2053
1149,2155
1151,2081
1152,2311
2285,1153
2237,1155
2254,1159
2267,1160
2111,1163
1165,2270
1170,2171
1173,2197
2127,1174
1176,2273
2131,1177
1185,2106
2287,1188
2207,1197
2024,1204
2070,1205
2083,1206
2297,1209
2182,1213
2243,1214
2139,1215
1216,2018
2152,1218
2092,1220
2137,1221
1222,2242
2183,1223
1226,2003
2102,1227
2293,1228
1229,2059
1232,2075
2173,1233
2210,1236
2040,1240
1241,2149
1242,2132
1243,2091
1244,2190
2014,1247
1264,2282
2041,1267
1268,2194
1270,2258
2029,1272
2009,1275
1279,2235
1284,2225
1285,2144
2191,1286
1289,2048
1290,2257
1292,2116
2080,1294
2006,1297
1304,2213
2245,1305
1309,2179
2158,1310
1311,2022
1313,2061
2084,1314
1315,2008
1316,2319
2118,1317
1320,2076
