group1,group2
1005,2019
2237,1006
2002,1013
2139,1014
1015,2200
2268,1019
1020,2222
1021,2189
2046,1022
1023,2012
2157,1025
2092,1026
2202,1028
1030,2127
1035,2113
1041,2271
2252,1042
1043,2172
2137,1046
1047,2204
1051,2177
1053,2214
2036,1056
1057,2131
1058,2198
1059,2120
2162,1061
2076,1063
1067,2039
1069,2050
2180,1073
1076,2246
2071,1078
2032,1080
2236,1082
2055,1083
1084,2082
1086,2011
1087,2114
2134,1091
1092,2065
1096,2220
2151,1103
1109,2116
2110,1112
1113,2257
1119,2098
2124,1120
2235,1121
2219,1123
2074,1132
1138,2133
2106,1139
1140,2040
2146,1141
2176,1148
1149,2125
1153,2083
1156,2197
2077,1157
1158,2159
1159,2144
2265,1162
1165,2042
2192,1166
2072,1167
1171,2164
1173,2122
2020,1176
1182,2097
1184,2128
2081,1185
1186,2190
2210,1191
2239,1192
1196,2049
1198,2096
1203,2140
2126,1205
1206,2188
1207,2261
2155,1211
1212,2091
2075,1214
2183,1215
2171,1224
1225,2112
2089,1226
2135,1229
2272,1232
1234,2078
1235,2156
2209,1237
2196,1238
1239,2242
2206,1241
1244,2184
1245,2027
1246,2147
2269,1248
2244,1251
1252,2010
2229,1254
1259,2132
2023,1266
1267,2199
1269,2262
1271,2232
1272,2145
