group1,group2
2256,1002
2057,1004
1007,2069
1008,2152
2118,1011
2090,1012
1014,2139
1020,2222
1030,2127
2142,1031
2169,1032
2058,1033
1036,2066
1037,2044
2015,1038
1042,2252
1043,2172
2031,1045
2137,1046
1051,2177
1052,2088
2026,1055
1056,2036
1057,2131
1058,2198
2120,1059
2259,1060
1065,2085
2039,1067
2173,1070
2121,1072
1077,2228
2071,1078
1079,2267
1080,2032
1086,2011
2114,1087
2029,1088
1089,2108
1091,2134
1095,2195
2220,1096
2034,1100
1102,2182
1105,2251
1106,2017
1107,2205
2116,1109
1111,2240
2110,1112
2166,1115
1116,2095
2033,1117
1118,2070
1123,2219
2008,1124
1125,2178
2004,1133
1136,2094
2233,1143
1149,2125
1151,2013
1155,2218
1157,2077
2159,1158
2144,1159
2102,1160
1164,2062
1165,2042
1170,2086
2122,1173
2136,1174
1175,2227
1176,2020
2138,1177
1178,2241
1180,2270
1183,2158
1185,2081
2024,1188
2165,1190
1193,2021
1194,2006
2225,1195
1199,2105
2079,1204
2188,1206
2261,1207
2154,1208
2155,1211
2141,1213
1216,2207
1224,2171
2238,1227
1229,2135
1234,2078
2196,1238
2242,1239
1249,2073
2119,1253
2223,1256
1257,2117
1258,2170
2041,1260
1262,2212
2001,1268
2087,1270
2232,1271
