group1,group2
2246,1001
2121,1002
1004,2216
1005,2050
1007,2063
1008,2284
1009,2141
2120,1018
1020,2202
1021,2022
1022,2130
2034,1025
2175,1026
2215,1029
1030,2233
1033,2305
2148,1034
1035,2179
1036,2048
1037,2161
1039,2015
2252,1041
1044,2310
1051,2142
2089,1052
2289,1054
1056,2302
2071,1058
2300,1063
2285,1066
2269,1069
1071,2055
1075,2082
1078,2023
2135,1079
1081,2265
2123,1082
1085,2057
2106,1089
1091,2140
2203,1092
2132,1093
2198,1096
1098,2043
1103,2166
2040,1104
1106,2278
1107,2220
1109,2185
2065,1110
2096,1111
1114,2228
2144,1115
1121,2304
1123,2260
2200,1124
1130,2174
1132,2167
1133,2254
1136,2047
2035,1137
1139,2045
1144,2013
1146,2058
1151,2287
1153,2005
2104,1157
2026,1159
2247,1164
2122,1165
1169,2156
1174,2271
1175,2128
2283,1176
1185,2007
1186,2180
1187,2165
2009,1189
2017,1193
1198,2158
1200,2196
1201,2093
1205,2001
2293,1208
1215,2091
2291,1218
1220,2240
2210,1224
2241,1225
1227,2037
1229,2239
2054,1231
2318,1232
1235,2263
2157,1238
2062,1240
1241,2245
1242,2237
1244,2282
2266,1246
2314,1248
2162,1252
1255,2173
2229,1257
1258,2133
1260,2195
2201,1261
2109,1264
1266,2288
2242,1267
2153,1268
1271,2270
1272,2087
2183,1273
1275,2074
1278,2046
2002,1279
2014,1280
2295,1284
1305,2301
2222,1307
2092,1309
2110,1310
2137,1312
1313,2230
1314,2199
2119,1315
1320,2207
