group1,group2
1002,2015
2108,1004
2164,1006
1009,2170
1010,2284
1011,2250
2124,1013
2218,1016
2031,1021
1022,2123
2280,1023
2304,1027
1028,2017
1030,2071
1032,2180
1033,2271
1034,2251
1036,2227
1037,2203
2281,1039
2223,1040
2195,1043
2045,1048
2133,1051
1052,2148
1055,2089
1059,2186
1060,2143
2145,1064
1066,2077
1070,2088
2057,1071
1073,2209
1074,2200
1083,2062
1084,2101
1085,2292
1088,2087
1090,2067
2154,1093
1094,2050
1101,2296
1104,2001
2288,1105
2204,1110
2253,1111
2199,1112
2188,1116
2228,1117
2010,1118
1119,2161
2069,1121
2156,1123
1127,2019
2226,1130
1133,2283
2224,1134
1136,2166
1140,2023
1141,2153
1144,2066
1145,2068
2289,1147
2060,1148
2206,1154
1158,2230
2167,1161
1168,2239
2034,1169
1172,2202
2032,1175
1180,2302
2020,1182
1183,2072
2177,1184
1186,2277
2268,1187
1190,2172
2219,1191
2252,1192
1193,2286
1196,2193
1199,2033
2275,1200
2049,1201
1202,2159
2307,1203
2291,1207
1210,2093
1211,2147
1212,2130
1217,2136
2303,1219
2187,1224
2120,1225
1230,2086
2126,1234
1239,2196
2236,1245
2162,1246
2117,1250
2073,1252
2043,1253
2002,1255
2274,1258
1259,2176
2205,1262
2114,1265
2039,1269
1271,2216
1273,2221
1274,2189
1277,2112
2096,1280
2129,1282
1287,2013
2233,1288
2098,1291
2058,1295
2214,1296
1298,2064
2082,1300
1301,2100
1302,2079
1303,2046
1306,2056
2305,1307
2097,1318
