group1,group2
1002,2015
2108,1004
1009,2170
2124,1013
2265,1015
2218,1016
1022,2123
2304,1027
1030,2071
1033,2271
1034,2251
1036,2227
1037,2203
2107,1038
2281,1039
2223,1040
1041,2036
2195,1043
2264,1044
1045,2113
2045,1048
2133,1051
1055,2089
1059,2186
2145,1064
1066,2077
2057,1071
1074,2200
1079,2047
1083,2062
1084,2101
1085,2292
1088,2087
1090,2067
2154,1093
1094,2050
1096,2021
2310,1097
1104,2001
2288,1105
2175,1108
2204,1110
2199,1112
2228,1117
2010,1118
1119,2161
1120,2090
2069,1121
2156,1123
2226,1130
2224,1134
1138,2150
1140,2023
1141,2153
2181,1142
1144,2066
1145,2068
2060,1148
2206,1154
2105,1156
2217,1157
2167,1161
1166,2016
1168,2239
2034,1169
1171,2261
1172,2202
2020,1182
1183,2072
2177,1184
1186,2277
2268,1187
2201,1189
1190,2172
2219,1191
2252,1192
1193,2286
1196,2193
1199,2033
2049,1201
2307,1203
2291,1207
1208,2320
1211,2147
1212,2130
1217,2136
2303,1219
2187,1224
2120,1225
1231,2044
2126,1234
2026,1237
1239,2196
2162,1246
2140,1248
2103,1249
2117,1250
2043,1253
2215,1256
1259,2176
1260,2255
1261,2121
2205,1262
2269,1263
2114,1265
2039,1269
1271,2216
1273,2221
1274,2189
1277,2112
1278,2168
2096,1280
2095,1281
2165,1283
2233,1288
2098,1291
2007,1293
2058,1295
2214,1296
1298,2064
1301,2100
1302,2079
1303,2046
1306,2056
2305,1307
1308,2300
2065,1312
2097,1318
