group1,group2
2256,1002
1005,2019
1007,2069
1010,2168
2118,1011
2090,1012
1013,2002
1018,2254
1019,2268
1020,2222
1021,2189
1022,2046
1033,2058
1037,2044
2015,1038
2252,1042
1044,2104
2230,1048
2111,1050
1057,2131
1060,2259
1061,2162
2253,1064
1067,2039
2193,1068
1069,2050
1070,2173
1072,2121
1078,2071
2267,1079
2032,1080
1081,2249
2236,1082
1084,2082
1088,2029
2108,1089
2134,1091
1095,2195
1096,2220
2009,1099
1100,2034
2161,1101
1102,2182
1107,2205
1108,2224
2116,1109
1113,2257
2033,1117
2098,1119
1120,2124
1121,2235
1122,2160
1124,2008
2143,1126
1128,2052
2074,1132
2233,1143
1144,2258
2191,1147
1148,2176
2038,1152
1153,2083
1155,2218
1156,2197
2077,1157
2103,1163
2042,1165
2192,1166
2072,1167
1169,2201
1172,2016
1179,2048
1184,2128
2203,1189
2021,1193
1194,2006
2245,1197
2217,1200
2188,1206
2154,1208
1209,2109
2091,1212
1213,2141
2183,1215
1216,2207
1217,2060
2171,1224
2112,1225
1226,2089
1227,2238
2056,1231
2272,1232
1233,2003
2156,1235
2242,1239
2186,1240
1242,2093
2184,1244
2027,1245
2147,1246
2129,1247
1248,2269
2244,1251
2035,1255
2223,1256
1257,2117
1258,2170
2001,1268
2262,1269
