group1,group2
2213,1001
2256,1002
2047,1003
1008,2152
1017,2107
1018,2254
1022,2046
1026,2092
2202,1028
1029,2234
1030,2127
1033,2058
2015,1038
2271,1041
2104,1044
2137,1046
2007,1049
1050,2111
2214,1053
1056,2036
2131,1057
2076,1063
2039,1067
2101,1071
2005,1075
2246,1076
2249,1081
2236,1082
1084,2082
1087,2114
1090,2185
2175,1093
2220,1096
2130,1098
2068,1104
2224,1108
1113,2257
1117,2033
2124,1120
1121,2235
2160,1122
1125,2178
2248,1127
1130,2208
2221,1134
2255,1135
1140,2040
1142,2025
1144,2258
1146,2226
1148,2176
2125,1149
2028,1150
2013,1151
1152,2038
1153,2083
2218,1155
1156,2197
2144,1159
2250,1161
1164,2062
2201,1169
1175,2227
2138,1177
1180,2270
2067,1181
1183,2158
1184,2128
2190,1186
1187,2054
2024,1188
2210,1191
2239,1192
1196,2049
1197,2245
1201,2167
1205,2126
1208,2154
1209,2109
1210,2215
2155,1211
1212,2091
1215,2183
1216,2207
2060,1217
2115,1219
1220,2045
2171,1224
2112,1225
2089,1226
2135,1229
2022,1230
2003,1233
2156,1235
1238,2196
1239,2242
1241,2206
2053,1243
2027,1245
1248,2269
2100,1250
2119,1253
2035,1255
2132,1259
2080,1265
1268,2001
1270,2087
1271,2232
1272,2145
