group1,group2
1008,2152
1011,2118
2139,1014
1018,2254
1026,2092
2202,1028
1029,2234
1033,2058
2015,1038
2271,1041
2252,1042
2104,1044
1048,2230
2007,1049
2214,1053
1056,2036
2131,1057
1062,2051
2076,1063
2039,1067
1069,2050
2005,1075
2249,1081
2236,1082
1084,2082
1087,2114
2108,1089
1090,2185
2065,1092
2266,1094
2130,1098
2151,1103
2068,1104
1106,2017
2224,1108
2166,1115
1116,2095
2124,1120
1121,2235
2160,1122
1125,2178
2248,1127
1130,2208
2221,1134
2255,1135
1140,2040
1144,2258
1148,2176
2125,1149
2013,1151
1153,2083
2218,1155
1156,2197
2144,1159
2250,1161
1164,2062
1165,2042
2086,1170
1175,2227
2020,1176
2138,1177
1180,2270
2067,1181
1182,2097
1183,2158
1184,2128
2190,1186
1187,2054
2024,1188
2210,1191
2239,1192
2021,1193
1195,2225
1196,2049
1202,2043
1205,2126
1208,2154
1209,2109
1210,2215
1212,2091
1215,2183
1216,2207
2060,1217
1220,2045
2171,1224
2112,1225
2238,1227
2135,1229
2022,1230
1238,2196
1239,2242
1241,2206
2053,1243
2027,1245
2147,1246
1248,2269
1249,2073
2100,1250
1251,2244
2010,1252
2119,1253
2035,1255
2132,1259
2023,1266
2199,1267
1268,2001
1270,2087
1271,2232
1272,2145
