group1,group2
1002,2015
2164,1006
1009,2170
1010,2284
1011,2250
2124,1013
2265,1015
2218,1016
2031,1021
1022,2123
2280,1023
1028,2017
1030,2071
1032,2180
1034,2251
1036,2227
1037,2203
2107,1038
2281,1039
2223,1040
1041,2036
2195,1043
2264,1044
1045,2113
2045,1048
1052,2148
1055,2089
1059,2186
1060,2143
2145,1064
1066,2077
1070,2088
1073,2209
1074,2200
1079,2047
1083,2062
1085,2292
1088,2087
1090,2067
1094,2050
1096,2021
2310,1097
1101,2296
1104,2001
2288,1105
2175,1108
2204,1110
2253,1111
2199,1112
2188,1116
2010,1118
1119,2161
1120,2090
2156,1123
1127,2019
1133,2283
2224,1134
1136,2166
1138,2150
1141,2153
2181,1142
1145,2068
2289,1147
2060,1148
2105,1156
2217,1157
1158,2230
1166,2016
1168,2239
2034,1169
1171,2261
2032,1175
1180,2302
1183,2072
2177,1184
1186,2277
2268,1187
2201,1189
1190,2172
2219,1191
1196,2193
2275,1200
2049,1201
1202,2159
2291,1207
1208,2320
1210,2093
2303,1219
2187,1224
2120,1225
1230,2086
1231,2044
2126,1234
2026,1237
2236,1245
2162,1246
2140,1248
2103,1249
2117,1250
2073,1252
2043,1253
2002,1255
2215,1256
2274,1258
1259,2176
1260,2255
1261,2121
2205,1262
2269,1263
2114,1265
2039,1269
1271,2216
1274,2189
1277,2112
1278,2168
2095,1281
2129,1282
2165,1283
1287,2013
2233,1288
2007,1293
2214,1296
1298,2064
2082,1300
1303,2046
1308,2300
2065,1312
2097,1318
