group1,group2
1002,2121
1003,2267
2050,1005
2063,1007
2141,1009
2107,1012
1013,2067
2303,1015
2131,1016
2120,1018
2202,1020
2320,1027
2148,1034
1035,2179
1038,2004
2015,1039
1040,2078
2151,1043
2310,1044
1048,2041
2219,1049
2186,1050
1051,2142
2289,1054
1058,2071
2090,1059
2108,1061
1064,2226
2209,1068
1069,2269
2243,1070
1072,2234
1074,2232
1077,2206
2265,1081
1092,2203
1093,2132
2114,1094
1096,2198
2170,1097
2043,1098
2213,1099
2317,1100
2255,1102
1103,2166
1104,2040
2278,1106
2220,1107
2185,1109
1111,2096
1112,2097
1114,2228
1115,2144
2191,1116
2111,1118
1125,2225
2129,1126
2208,1128
2174,1130
1131,2149
1133,2254
1135,2313
1142,2308
1144,2013
1152,2024
2184,1154
2292,1156
1159,2026
2122,1165
2235,1170
1171,2060
2283,1176
2290,1178
1179,2008
1180,2095
1183,2025
1184,2103
1185,2007
1186,2180
1187,2165
1188,2044
1189,2009
2017,1193
1196,2204
1204,2098
1207,2032
1209,2224
1210,2250
1212,2070
1214,2277
1215,2091
2240,1220
2315,1221
1222,2176
2241,1225
2037,1227
1231,2054
2263,1235
2237,1242
2125,1245
1247,2211
2314,1248
2238,1249
2319,1250
2039,1254
1256,2306
2190,1259
2064,1265
2288,1266
1269,2018
2147,1274
2027,1277
1278,2046
2073,1283
2295,1284
1285,2006
1289,2150
2178,1290
2042,1294
2168,1296
1297,2030
2003,1301
2080,1304
1308,2072
1312,2137
2230,1313
2020,1316
2207,1320
