group1,group2
1001,2246
2216,1004
1008,2284
1010,2227
1011,2221
1014,2192
2086,1017
1022,2130
1023,2197
1024,2155
2175,1026
1028,2248
1029,2215
1031,2051
2286,1032
2305,1033
2048,1036
2161,1037
1042,2077
1045,2163
1047,2036
2089,1052
2276,1053
1055,2068
1056,2302
1057,2217
1060,2139
1062,2188
2300,1063
2316,1065
2285,1066
1067,2169
1073,2115
1078,2023
2135,1079
2160,1083
1084,2019
1085,2057
2258,1088
2106,1089
1090,2231
2259,1095
1101,2312
2298,1108
2065,1110
1123,2260
2200,1124
1129,2309
1134,2038
2035,1137
2253,1138
2152,1140
2164,1141
1146,2058
2126,1147
1148,2268
1150,2154
1153,2005
1155,2280
2010,1158
1161,2052
1163,2059
1164,2247
1166,2272
2084,1167
1169,2156
2271,1174
2128,1175
1177,2275
2177,1181
2146,1190
1191,2079
1192,2029
1197,2061
2158,1198
1200,2196
2066,1202
1203,2273
1205,2001
1206,2218
2187,1211
2028,1213
2101,1216
2033,1217
2053,1219
2307,1223
1224,2210
1226,2251
2239,1229
2318,1232
1234,2021
2124,1237
2157,1238
2117,1239
2062,1240
2056,1243
1244,2282
1251,2249
1252,2162
1253,2212
1255,2173
1257,2229
2133,1258
2201,1261
2138,1262
1267,2242
1268,2153
1271,2270
2074,1275
2002,1279
1280,2014
1281,2145
2076,1291
2011,1292
1293,2311
1295,2256
2279,1298
1300,2094
2099,1302
1303,2182
2301,1305
2092,1309
1310,2110
1314,2199
1315,2119
2112,1317
2134,1318
2257,1319
