group1,group2
2121,1002
2063,1007
1009,2141
1012,2107
2067,1013
1016,2131
2120,1018
2197,1023
2155,1024
2034,1025
2215,1029
1030,2233
1037,2161
1038,2004
1043,2151
1045,2163
2016,1046
2036,1047
2089,1052
2289,1054
1055,2068
2302,1056
2217,1057
2090,1059
2108,1061
2300,1063
2226,1064
1065,2316
2209,1068
2269,1069
2232,1074
1077,2206
2265,1081
2123,1082
2019,1084
2231,1090
2259,1095
1098,2043
1100,2317
2040,1104
2278,1106
2220,1107
2228,1114
2144,1115
2111,1118
2069,1119
2205,1120
2260,1123
1125,2225
2129,1126
2149,1131
1132,2167
2254,1133
2038,1134
1137,2035
2152,1140
2172,1143
2013,1144
1145,2085
2126,1147
2268,1148
2118,1149
2154,1150
2292,1156
1157,2104
2052,1161
2281,1162
1163,2059
2247,1164
1167,2084
2156,1169
1170,2235
2095,1180
1182,2223
1184,2103
1186,2180
1187,2165
1188,2044
2009,1189
2116,1194
1195,2262
1200,2196
1201,2093
2250,1210
2187,1211
1212,2070
2101,1216
1220,2240
2307,1223
2241,1225
1232,2318
2021,1234
2263,1235
1241,2245
2056,1243
2125,1245
2238,1249
1250,2319
1252,2162
1253,2212
2039,1254
2306,1256
1261,2201
2138,1262
1264,2109
1265,2064
1268,2153
1269,2018
1272,2087
1277,2027
2002,1279
2014,1280
2145,1281
1282,2012
1283,2073
1285,2006
1286,2031
1297,2030
2094,1300
1301,2003
2080,1304
1308,2072
1310,2110
1311,2189
1312,2137
2230,1313
2134,1318
2257,1319
