group1,group2
2246,1001
1002,2121
1005,2050
1007,2063
1010,2227
2221,1011
2067,1013
2086,1017
1021,2022
2197,1023
1028,2248
2051,1031
2286,1032
2305,1033
2078,1040
2077,1042
1045,2163
1046,2016
1047,2036
2217,1057
2071,1058
1059,2090
2300,1063
2269,1069
1072,2234
1077,2206
2135,1079
2194,1080
1082,2123
1084,2019
1088,2258
2140,1091
1094,2114
1096,2198
1098,2043
1099,2213
2255,1102
1103,2166
2040,1104
1105,2296
2298,1108
2185,1109
1110,2065
1111,2096
2097,1112
2297,1113
1114,2228
2144,1115
1116,2191
1123,2260
1124,2200
1125,2225
1128,2208
2174,1130
1131,2149
1132,2167
1133,2254
1135,2313
1138,2253
1140,2152
1146,2058
2118,1149
2024,1152
1153,2005
2184,1154
2247,1164
1165,2122
2272,1166
2084,1167
1168,2159
2049,1173
2271,1174
1176,2283
1177,2275
1179,2008
1180,2095
2177,1181
1184,2103
2007,1185
1187,2165
2044,1188
1193,2017
2061,1197
1198,2158
1200,2196
1205,2001
2032,1207
2293,1208
2250,1210
2091,1215
2101,1216
2053,1219
1223,2307
2210,1224
2241,1225
2251,1226
1227,2037
1233,2193
1235,2263
2081,1236
1238,2157
2282,1244
2125,1245
2211,1247
1248,2314
1249,2238
2162,1252
1253,2212
2039,1254
2195,1260
1261,2201
2064,1265
1269,2018
2270,1271
1272,2087
1274,2147
2100,1276
1279,2002
2178,1290
1303,2182
2080,1304
1306,2274
1307,2222
1308,2072
2092,1309
2199,1314
2134,1318
2257,1319
