group1,group2
2246,1001
2216,1004
1005,2050
2236,1006
1007,2063
2221,1011
1016,2131
2086,1017
1018,2120
2264,1019
1021,2022
1026,2175
1028,2248
1029,2215
2051,1031
2286,1032
2078,1040
2077,1042
1045,2163
1047,2036
2186,1050
1052,2089
2276,1053
2289,1054
2217,1057
2071,1058
2108,1061
2226,1064
1068,2209
2269,1069
1070,2243
1072,2234
1077,2206
2135,1079
2194,1080
1082,2123
2231,1090
2140,1091
1094,2114
1098,2043
1099,2213
2255,1102
1103,2166
2040,1104
2185,1109
1111,2096
2297,1113
2144,1115
1116,2191
1123,2260
1124,2200
1125,2225
2129,1126
1128,2208
2174,1130
1131,2149
1132,2167
1133,2254
1135,2313
1138,2253
1140,2152
2118,1149
2024,1152
1153,2005
2184,1154
2280,1155
2281,1162
2247,1164
1165,2122
2272,1166
1168,2159
2049,1173
1176,2283
1177,2275
1180,2095
2177,1181
1184,2103
1187,2165
1193,2017
2116,1194
2262,1195
2061,1197
1200,2196
2098,1204
1205,2001
2032,1207
2293,1208
2250,1210
1211,2187
2091,1215
2053,1219
1221,2315
1223,2307
2210,1224
2241,1225
2251,1226
1233,2193
1235,2263
1238,2157
2125,1245
1246,2266
2211,1247
1248,2314
1249,2238
1253,2212
2039,1254
2195,1260
1261,2201
2138,1262
2064,1265
2288,1266
2270,1271
1274,2147
2100,1276
1278,2046
2295,1284
2178,1290
1297,2030
1298,2279
2080,1304
1306,2274
1307,2222
1308,2072
2092,1309
2199,1314
1317,2112
2134,1318
2257,1319
