group1,group2
1001,2213
2047,1003
2057,1004
1008,2152
2099,1009
1010,2168
2118,1011
1012,2090
2264,1016
2254,1018
1024,2030
1027,2063
1029,2234
1031,2142
2169,1032
1033,2058
1036,2066
2015,1038
2153,1040
2104,1044
2031,1045
2007,1049
1054,2149
2253,1064
1065,2085
2150,1066
2173,1070
2101,1071
2121,1072
1075,2005
2228,1077
1081,2249
2029,1088
2108,1089
2185,1090
1093,2175
1094,2266
1099,2009
1100,2034
1102,2182
1105,2251
2017,1106
2205,1107
2224,1108
1111,2240
1114,2194
2033,1117
2070,1118
2008,1124
1126,2143
1127,2248
1128,2052
1130,2208
2163,1131
2004,1133
2255,1135
2094,1136
1137,2061
1142,2025
1144,2258
1145,2260
1147,2191
2028,1150
2013,1151
1152,2038
2218,1155
2102,1160
1163,2103
1164,2062
2148,1168
1169,2201
1170,2086
1172,2016
1174,2136
2138,1177
1178,2241
1179,2048
1180,2270
2067,1181
2158,1183
1189,2203
2165,1190
2021,1193
2225,1195
1197,2245
1200,2217
2154,1208
1209,2109
2215,1210
2014,1218
2115,1219
1220,2045
1221,2231
1227,2238
1228,2123
2022,1230
2056,1231
2053,1243
2129,1247
2073,1249
1250,2100
2119,1253
1257,2117
2170,1258
1260,2041
2064,1261
2212,1262
1264,2243
2001,1268
