group1,group2
1001,2272
2170,1009
1010,2284
1011,2250
1013,2124
2218,1016
1021,2031
2211,1024
2017,1028
2271,1033
1034,2251
2281,1039
1051,2133
1053,2138
2184,1056
2186,1059
2143,1060
1064,2145
2099,1065
1066,2077
1067,2306
1073,2209
1074,2200
2027,1075
1077,2263
1080,2005
2160,1081
1082,2317
1084,2101
1085,2292
2318,1089
1090,2067
2154,1093
2104,1099
2054,1100
2296,1101
1102,2314
1104,2001
2035,1107
1109,2128
2253,1111
1112,2199
2110,1114
1115,2240
1117,2228
1118,2010
1119,2161
2069,1121
1123,2156
2294,1124
2299,1126
1127,2019
1128,2055
1129,2249
1130,2226
1131,2109
1132,2238
2166,1136
1138,2150
1142,2181
1143,2248
1144,2066
2155,1149
1152,2311
2105,1156
1159,2254
1160,2267
1163,2111
2192,1164
2016,1166
2229,1167
1171,2261
2197,1173
1176,2273
2131,1177
1178,2157
2244,1179
1180,2302
2151,1181
2020,1182
2177,1184
1192,2252
2193,1196
1199,2033
2159,1202
1204,2024
1205,2070
1207,2291
2320,1208
2182,1213
1217,2136
1218,2152
1223,2183
1224,2187
1227,2102
2293,1228
2026,1237
2040,1240
1241,2149
1244,2190
1246,2162
2014,1247
2103,1249
1250,2117
2073,1252
1254,2030
2037,1257
2255,1260
1267,2041
2039,1269
1280,2096
2095,1281
1287,2013
2257,1290
2098,1291
1294,2080
1296,2214
1297,2006
1304,2213
2245,1305
1306,2056
2179,1309
2065,1312
1313,2061
2084,1314
2118,1317
1318,2097
2295,1319
