group1,group2
2057,1004
1005,2019
2237,1006
1007,2069
1009,2099
1010,2168
1012,2090
1013,2002
2200,1015
1016,2264
2268,1019
2189,1021
2012,1023
1025,2157
1031,2142
2169,1032
2181,1034
1035,2113
2066,1036
2044,1037
1039,2211
1040,2153
2172,1043
1045,2031
1051,2177
2088,1052
1054,2149
2026,1055
1058,2198
1060,2259
1061,2162
2253,1064
2085,1065
1066,2150
2173,1070
1073,2180
1074,2216
2228,1077
1078,2071
1079,2267
1080,2032
2055,1083
1085,2037
2011,1086
1095,2195
1097,2059
2009,1099
1100,2034
1101,2161
1102,2182
2205,1107
1111,2240
1112,2110
2194,1114
1119,2098
2219,1123
2008,1124
2143,1126
1128,2052
2074,1132
2004,1133
2061,1137
2133,1138
2106,1139
2146,1141
2233,1143
2260,1145
1147,2191
1154,2247
2077,1157
1158,2159
2102,1160
1162,2265
1163,2103
2072,1167
2148,1168
2164,1171
2136,1174
1179,2048
1185,2081
2203,1189
1190,2165
1194,2006
2096,1198
1200,2217
1203,2140
2079,1204
1206,2188
1207,2261
2141,1213
2075,1214
2014,1218
1221,2231
2263,1222
1223,2018
1228,2123
2056,1231
1232,2272
2174,1236
2186,1240
2093,1242
2184,1244
2229,1254
1257,2117
2170,1258
2064,1261
1262,2212
2243,1264
2262,1269
