group1,group2
2213,1001
2256,1002
2047,1003
1008,2152
1011,2118
2139,1014
1017,2107
1018,2254
1022,2046
1026,2092
1030,2127
1033,2058
2015,1038
2252,1042
2104,1044
2137,1046
1048,2230
2007,1049
1050,2111
2214,1053
2131,1057
1062,2051
1069,2050
2101,1071
2005,1075
2246,1076
2249,1081
2236,1082
1084,2082
1087,2114
2108,1089
2065,1092
2175,1093
2266,1094
2220,1096
2130,1098
2151,1103
1106,2017
2224,1108
1113,2257
2166,1115
1116,2095
1117,2033
1121,2235
2160,1122
1125,2178
2248,1127
2221,1134
2255,1135
1140,2040
1142,2025
1144,2258
1146,2226
1148,2176
2028,1150
2013,1151
1152,2038
1153,2083
2218,1155
2144,1159
1165,2042
2201,1169
2086,1170
1175,2227
2020,1176
2138,1177
1182,2097
2190,1186
2024,1188
2239,1192
2021,1193
1195,2225
1196,2049
1197,2245
1201,2167
1202,2043
1205,2126
1209,2109
1210,2215
2155,1211
2115,1219
1220,2045
2171,1224
2112,1225
2089,1226
2238,1227
2135,1229
2022,1230
2003,1233
2156,1235
1239,2242
1241,2206
2053,1243
2027,1245
2147,1246
1248,2269
1249,2073
1251,2244
2010,1252
2119,1253
2035,1255
2132,1259
2080,1265
2023,1266
2199,1267
1268,2001
1270,2087
1271,2232
1272,2145
