group1,group2
2246,1001
2121,1002
1004,2216
1007,2063
1008,2284
1009,2141
2303,1015
2131,1016
2120,1018
1020,2202
1021,2022
1022,2130
2034,1025
2175,1026
2248,1028
2215,1029
1030,2233
1033,2305
1035,2179
1036,2048
1037,2161
1039,2015
2252,1041
1042,2077
2089,1052
2289,1054
1056,2302
2071,1058
2300,1063
2285,1066
1073,2115
1075,2082
2135,1079
1081,2265
2123,1082
1085,2057
2083,1087
2106,1089
2259,1095
1098,2043
2312,1101
1102,2255
1103,2166
2040,1104
2298,1108
1109,2185
1113,2297
1114,2228
2144,1115
1116,2191
1117,2136
1123,2260
2200,1124
2208,1128
2309,1129
1130,2174
1132,2167
1133,2254
1136,2047
1139,2045
1141,2164
1146,2058
1153,2005
2292,1156
2026,1159
1162,2281
2247,1164
1169,2156
1174,2271
1175,2128
1186,2180
1187,2165
2009,1189
2146,1190
2017,1193
1196,2204
1198,2158
2088,1199
1200,2196
1201,2093
1205,2001
1209,2224
1210,2250
1215,2091
1220,2240
2176,1222
2210,1224
2241,1225
1227,2037
1229,2239
2054,1231
2318,1232
1233,2193
1235,2263
2157,1238
2062,1240
1241,2245
1242,2237
1243,2056
2125,1245
2266,1246
2314,1248
2162,1252
2212,1253
2229,1257
1258,2133
1260,2195
2201,1261
2109,1264
1266,2288
2242,1267
1271,2270
1272,2087
1278,2046
2002,1279
2014,1280
2073,1283
2295,1284
1287,2102
1295,2256
2294,1299
2222,1307
2092,1309
2110,1310
2137,1312
1314,2199
2119,1315
1320,2207
