group1,group2
2272,1001
2222,1003
1010,2284
1014,2208
1016,2218
1017,2042
2198,1018
2038,1019
2259,1020
2146,1025
2017,1028
2180,1032
1033,2271
1034,2251
2227,1036
2107,1038
2223,1040
1042,2028
2195,1043
2113,1045
2074,1047
1048,2045
1049,2011
1053,2138
1054,2163
2089,1055
1056,2184
1058,2012
2178,1061
2145,1064
1067,2306
1069,2313
1070,2088
1072,2290
1075,2027
1076,2078
1078,2115
2047,1079
2101,1084
2052,1086
1087,2309
1090,2067
2301,1091
2050,1094
1096,2021
2054,1100
2085,1103
1107,2035
1108,2175
1110,2204
1111,2253
1115,2240
2188,1116
2055,1128
1138,2150
2023,1140
1143,2248
1145,2068
2289,1147
1151,2081
1153,2285
1154,2206
2237,1155
2217,1157
1161,2167
2270,1165
2016,1166
2229,1167
1171,2261
2127,1174
2032,1175
1178,2157
2244,1179
2072,1183
1188,2287
1192,2252
1194,2169
1200,2275
2070,1205
2083,1206
2291,1207
2130,1212
1213,2182
1214,2243
1215,2139
2018,1216
1219,2303
1221,2137
2120,1225
2102,1227
2086,1230
2044,1231
1235,2260
2196,1239
1242,2132
2091,1243
1246,2162
1253,2043
2030,1254
2274,1258
2176,1259
1260,2255
2269,1263
2282,1264
1266,2125
2029,1272
2189,1274
1275,2009
2112,1277
1278,2168
1280,2096
2129,1282
1286,2191
2013,1287
1289,2048
1293,2007
2058,1295
2214,1296
2006,1297
1298,2064
1299,2119
1301,2100
1304,2213
2305,1307
2300,1308
2179,1309
2022,1311
2295,1319
