group1,group2
1001,2272
2222,1003
2256,1005
1012,2278
2208,1014
2042,1017
1018,2198
2259,1020
1024,2211
1025,2146
1026,2135
1029,2241
2142,1031
1035,2174
2028,1042
1046,2212
2074,1047
2185,1050
1054,2163
1056,2184
1057,2134
1061,2178
1063,2246
1065,2099
2306,1067
2004,1068
2313,1069
2290,1072
1075,2027
1076,2078
1080,2005
2160,1081
1082,2317
1086,2052
2309,1087
2318,1089
2247,1092
1099,2104
2054,1100
2314,1102
1113,2141
2110,1114
1115,2240
1124,2294
1128,2055
2249,1129
2238,1132
1135,2266
1137,2298
1139,2051
1143,2248
1146,2053
1149,2155
2316,1150
1152,2311
2285,1153
2237,1155
2254,1159
2267,1160
2220,1162
2192,1164
2229,1167
1170,2171
2127,1174
1176,2273
2131,1177
2157,1178
1179,2244
1181,2151
1185,2106
2287,1188
2169,1194
2025,1195
2207,1197
1198,2122
2024,1204
2083,1206
2297,1209
2182,1213
2243,1214
2139,1215
1216,2018
2152,1218
2137,1221
1222,2242
2183,1223
1226,2003
2102,1227
2293,1228
1229,2059
2173,1233
2260,1235
2210,1236
1238,2276
2040,1240
1241,2149
1242,2132
1243,2091
1244,2190
2262,1251
1254,2030
2037,1257
1264,2282
1266,2125
2041,1267
1268,2194
1270,2258
2029,1272
2009,1275
1276,2231
1279,2235
1284,2225
1285,2144
2191,1286
1289,2048
1290,2257
1292,2116
2080,1294
2006,1297
2119,1299
1304,2213
1309,2179
1313,2061
2084,1314
1315,2008
1316,2319
1319,2295
1320,2076
