group1,group2
2236,1006
1010,2227
2221,1011
2192,1014
1017,2086
2264,1019
2197,1023
2155,1024
2320,1027
1031,2051
2286,1032
2004,1038
1040,2078
2151,1043
2163,1045
2016,1046
1047,2036
2041,1048
1049,2219
2186,1050
1053,2276
2217,1057
1059,2090
1060,2139
1061,2108
1062,2188
2226,1064
2316,1065
2169,1067
2209,1068
1070,2243
1076,2261
2019,1084
2113,1086
2258,1088
1090,2231
1094,2114
2170,1097
1099,2213
1105,2296
1118,2111
1119,2069
2205,1120
2105,1122
2225,1125
2129,1126
2143,1127
1131,2149
1134,2038
2313,1135
1138,2253
2152,1140
1142,2308
1143,2172
1145,2085
2126,1147
2268,1148
1149,2118
2154,1150
1152,2024
1155,2280
1158,2010
2075,1160
2052,1161
1163,2059
1166,2272
2084,1167
2159,1168
2235,1170
1171,2060
2244,1172
2049,1173
1177,2275
2290,1178
2095,1180
1182,2223
1184,2103
1188,2044
2029,1192
2061,1197
1202,2066
2273,1203
1204,2098
1207,2032
1211,2187
2070,1212
2028,1213
2277,1214
2101,1216
2033,1217
1219,2053
1221,2315
1223,2307
2251,1226
2171,1228
1230,2214
1234,2021
1237,2124
2117,1239
2319,1250
1251,2249
2039,1254
2190,1259
2138,1262
1263,2299
1269,2018
1270,2127
2147,1274
1276,2100
1277,2027
1281,2145
1282,2012
1285,2006
2031,1286
1290,2178
2011,1292
2311,1293
2042,1294
2168,1296
1297,2030
1298,2279
1300,2094
2003,1301
1303,2182
2274,1306
1316,2020
2134,1318
1319,2257
