group1,group2
1002,2015
2108,1004
2164,1006
1009,2170
1010,2284
1011,2250
2124,1013
2265,1015
2218,1016
2031,1021
2280,1023
2304,1027
1028,2017
1032,2180
1033,2271
1036,2227
2107,1038
2223,1040
1041,2036
2195,1043
2264,1044
1045,2113
2045,1048
2133,1051
1052,2148
1060,2143
2145,1064
1070,2088
2057,1071
1073,2209
1074,2200
1079,2047
1084,2101
1085,2292
1090,2067
2154,1093
1094,2050
1096,2021
2310,1097
1101,2296
2288,1105
2175,1108
2204,1110
2253,1111
2188,1116
2228,1117
2010,1118
1120,2090
2069,1121
1127,2019
2226,1130
1133,2283
1136,2166
1138,2150
1140,2023
1141,2153
2181,1142
1144,2066
2289,1147
2206,1154
2105,1156
2217,1157
1158,2230
2167,1161
1166,2016
1171,2261
1172,2202
2032,1175
1180,2302
2020,1182
2201,1189
1190,2172
2252,1192
1193,2286
1196,2193
1199,2033
2275,1200
1202,2159
2307,1203
2291,1207
1208,2320
1210,2093
1211,2147
1212,2130
1217,2136
2303,1219
2187,1224
2120,1225
1230,2086
1231,2044
2026,1237
1239,2196
2236,1245
2140,1248
2103,1249
2073,1252
2002,1255
2215,1256
2274,1258
1259,2176
1260,2255
1261,2121
2205,1262
2269,1263
2039,1269
1271,2216
1273,2221
1277,2112
1278,2168
2096,1280
2095,1281
2129,1282
2165,1283
1287,2013
2098,1291
2007,1293
2058,1295
2214,1296
1298,2064
2082,1300
1301,2100
1302,2079
1303,2046
1306,2056
2305,1307
1308,2300
2065,1312
2097,1318
