group1,group2
2057,1004
1005,2019
1007,2069
1009,2099
1012,2090
1013,2002
2268,1019
2222,1020
2012,1023
2030,1024
1025,2157
1027,2063
2169,1032
2181,1034
1035,2113
2066,1036
2044,1037
1040,2153
2172,1043
1045,2031
1047,2204
1051,2177
2088,1052
1054,2149
2026,1055
1058,2198
2120,1059
2253,1064
1066,2150
2193,1068
2173,1070
1072,2121
1073,2180
1074,2216
2228,1077
1078,2071
1080,2032
2055,1083
1085,2037
2011,1086
2029,1088
1091,2134
1095,2195
1097,2059
1100,2034
1101,2161
1102,2182
2251,1105
2205,1107
2116,1109
2084,1110
1111,2240
1112,2110
1118,2070
1119,2098
2219,1123
2008,1124
2143,1126
1128,2052
2187,1129
2163,1131
2074,1132
2004,1133
1136,2094
2061,1137
2106,1139
2146,1141
2233,1143
1147,2191
2077,1157
1158,2159
1163,2103
1166,2192
2072,1167
2148,1168
2164,1171
1172,2016
2122,1173
2136,1174
2241,1178
1179,2048
2203,1189
1194,2006
2096,1198
1199,2105
2079,1204
1206,2188
1207,2261
2075,1214
2263,1222
1223,2018
2056,1231
1232,2272
1234,2078
2174,1236
1237,2209
2186,1240
2093,1242
2184,1244
1247,2129
2229,1254
2223,1256
1257,2117
2170,1258
2041,1260
1262,2212
2179,1263
2243,1264
2262,1269
