group1,group2
2256,1005
2164,1006
2234,1007
2232,1008
2278,1012
2124,1013
1015,2265
1021,2031
2123,1022
2280,1023
2241,1029
2036,1041
2264,1044
1046,2212
2148,1052
1057,2134
1062,2094
2246,1063
1066,2077
2057,1071
2200,1074
2263,1077
2005,1080
2317,1082
2292,1085
2318,1089
2154,1093
2312,1095
1101,2296
2288,1105
1106,2279
1109,2128
2199,1112
1113,2141
1114,2110
1117,2228
2010,1118
1119,2161
2069,1121
1122,2315
1123,2156
1125,2308
1126,2299
1127,2019
2249,1129
2226,1130
1131,2109
1133,2283
2224,1134
1135,2266
2166,1136
1139,2051
1141,2153
2181,1142
1144,2066
2053,1146
1149,2155
1150,2316
1152,2311
2105,1156
1158,2230
1160,2267
2111,1163
1164,2192
1168,2239
1169,2034
1176,2273
2302,1180
2020,1182
2177,1184
1186,2277
2268,1187
1191,2219
2286,1193
1195,2025
1196,2193
2122,1198
1199,2033
1201,2049
2159,1202
2307,1203
1204,2024
2320,1208
1209,2297
1211,2147
2136,1217
1218,2152
2092,1220
2242,1222
2183,1223
1232,2075
1233,2173
1234,2126
1236,2210
1237,2026
1238,2276
1240,2040
2149,1241
2190,1244
2103,1249
2002,1255
2215,1256
1257,2037
1261,2121
2205,1262
2041,1267
2194,1268
2039,1269
1273,2221
2231,1276
1279,2235
1281,2095
2225,1284
1288,2233
2257,1290
1291,2098
1292,2116
2080,1294
1300,2082
1305,2245
2056,1306
2158,1310
2065,1312
1314,2084
1315,2008
2319,1316
2118,1317
1318,2097
