group1,group2
1004,2108
2164,1006
1010,2284
2208,1014
2259,1020
1023,2280
1027,2304
1031,2142
1034,2251
2174,1035
1038,2107
2281,1039
1041,2036
2264,1044
1045,2113
1048,2045
2011,1049
1050,2185
1052,2148
2138,1053
1058,2012
2186,1059
2143,1060
1061,2178
2077,1066
1070,2088
2290,1072
2027,1075
1078,2115
1079,2047
1083,2062
2101,1084
2052,1086
2309,1087
2087,1088
2067,1090
2050,1094
1098,2063
2054,1100
2288,1105
2279,1106
2204,1110
1111,2253
1114,2110
2240,1115
2188,1116
1117,2228
2161,1119
1122,2315
1123,2156
1124,2294
2308,1125
2224,1134
1136,2166
1138,2150
2051,1139
2153,1141
1142,2181
2066,1144
1147,2289
1152,2311
2217,1157
1158,2230
2267,1160
1162,2220
2171,1170
2273,1176
2131,1177
1180,2302
2151,1181
1183,2072
1186,2277
1191,2219
2252,1192
2286,1193
2025,1195
2122,1198
2275,1200
2049,1201
1202,2159
1205,2070
1207,2291
2320,1208
2130,1212
1214,2243
2242,1222
2183,1223
1227,2102
1228,2293
2086,1230
2075,1232
1234,2126
2210,1236
2196,1239
1244,2190
2014,1247
2140,1248
1249,2103
1250,2117
2262,1251
2073,1252
1253,2043
1254,2030
2037,1257
2205,1262
2269,1263
2114,1265
2125,1266
2041,1267
1269,2039
2258,1270
1271,2216
1276,2231
2129,1282
2225,1284
2098,1291
1292,2116
1294,2080
2058,1295
2214,1296
2064,1298
1303,2046
2213,1304
1306,2056
2300,1308
1312,2065
2061,1313
1320,2076
