group1,group2
2213,1001
2256,1002
2047,1003
1008,2152
1011,2118
2139,1014
1017,2107
1022,2046
1026,2092
2202,1028
1029,2234
1030,2127
1033,2058
2015,1038
2271,1041
2252,1042
2137,1046
1048,2230
2007,1049
1050,2111
2214,1053
1056,2036
2131,1057
1062,2051
2076,1063
2039,1067
1069,2050
2101,1071
2246,1076
2236,1082
2108,1089
1090,2185
2065,1092
2175,1093
2266,1094
2220,1096
2130,1098
2151,1103
2068,1104
1106,2017
1113,2257
2166,1115
1116,2095
1117,2033
2124,1120
1121,2235
2160,1122
1125,2178
1130,2208
2255,1135
1142,2025
1146,2226
2125,1149
2028,1150
1152,2038
2218,1155
1156,2197
2144,1159
2250,1161
1164,2062
1165,2042
2201,1169
2086,1170
2020,1176
2138,1177
1180,2270
2067,1181
1182,2097
1183,2158
1184,2128
2190,1186
1187,2054
2024,1188
2210,1191
2021,1193
1195,2225
1196,2049
1197,2245
1201,2167
1202,2043
1208,2154
1209,2109
2155,1211
1212,2091
1215,2183
1216,2207
2060,1217
2115,1219
2112,1225
2089,1226
2238,1227
2135,1229
2022,1230
2003,1233
2156,1235
1238,2196
1239,2242
2053,1243
2027,1245
2147,1246
1249,2073
2100,1250
1251,2244
2010,1252
2080,1265
2023,1266
2199,1267
1268,2001
1271,2232
