group1,group2
1001,2246
2216,1004
2236,1006
1008,2284
1010,2227
1011,2221
1014,2192
2086,1017
2264,1019
2022,1021
1023,2197
1024,2155
2034,1025
1028,2248
1031,2051
2161,1037
2252,1041
1045,2163
2016,1046
2089,1052
2276,1053
1055,2068
1056,2302
1057,2217
1060,2139
2300,1063
2285,1066
1073,2115
2082,1075
1078,2023
2135,1079
1080,2194
2160,1083
1085,2057
1086,2113
2083,1087
2106,1089
1090,2231
1101,2312
2298,1108
2065,1110
2136,1117
2105,1122
1123,2260
2200,1124
2143,1127
1129,2309
2167,1132
1134,2038
2035,1137
2253,1138
2152,1140
2164,1141
1143,2172
2085,1145
1146,2058
2126,1147
1148,2268
1150,2154
2287,1151
1153,2005
2010,1158
2281,1162
1164,2247
1166,2272
2084,1167
2159,1168
1169,2156
2271,1174
2128,1175
2177,1181
1182,2223
2146,1190
1192,2029
2262,1195
1197,2061
1200,2196
2093,1201
2066,1202
1203,2273
1206,2218
2293,1208
2187,1211
2101,1216
2033,1217
2291,1218
2307,1223
1224,2210
1226,2251
2318,1232
2124,1237
2157,1238
2062,1240
1241,2245
2056,1243
2266,1246
1251,2249
1252,2162
1255,2173
1257,2229
2133,1258
2201,1261
2138,1262
1264,2109
1267,2242
1271,2270
2087,1272
2183,1273
2074,1275
2002,1279
1281,2145
1286,2031
1288,2181
2011,1292
1293,2311
1295,2256
1299,2294
1300,2094
2099,1302
1303,2182
2301,1305
2092,1309
1310,2110
1314,2199
1315,2119
2112,1317
2134,1318
2257,1319
