group1,group2
2272,1001
2222,1003
1010,2284
1017,2042
2198,1018
2259,1020
2146,1025
2304,1027
2017,1028
2180,1032
1033,2271
1035,2174
2227,1036
2107,1038
1042,2028
2195,1043
2113,1045
1048,2045
1050,2185
1051,2133
1053,2138
2089,1055
1056,2184
1058,2012
2186,1059
2178,1061
2145,1064
1065,2099
1067,2306
2004,1068
1069,2313
1072,2290
2209,1073
1075,2027
1076,2078
1078,2115
2047,1079
1081,2160
2052,1086
1087,2309
1088,2087
1090,2067
2301,1091
2050,1094
1096,2021
1099,2104
2085,1103
1107,2035
1108,2175
1110,2204
1111,2253
1115,2240
2188,1116
2055,1128
2238,1132
2023,1140
1143,2248
1145,2068
2060,1148
1151,2081
1154,2206
2237,1155
2254,1159
1161,2167
2270,1165
2016,1166
1170,2171
1171,2261
1177,2131
1178,2157
2151,1181
2072,1183
1188,2287
1189,2201
2172,1190
1192,2252
1194,2169
2070,1205
2083,1206
2291,1207
2093,1210
2130,1212
1214,2243
1215,2139
2018,1216
1219,2303
1221,2137
1224,2187
2120,1225
2102,1227
2293,1228
2086,1230
1235,2260
2196,1239
1242,2132
1247,2014
1248,2140
2262,1251
1252,2073
1253,2043
2030,1254
2176,1259
1260,2255
2269,1263
1266,2125
1270,2258
1271,2216
2029,1272
2189,1274
2112,1277
1278,2168
1280,2096
2129,1282
2165,1283
1285,2144
1286,2191
1293,2007
2058,1295
2214,1296
2006,1297
1298,2064
1299,2119
2305,1307
2179,1309
2022,1311
1313,2061
2295,1319
1320,2076
