group1,group2
1002,2121
1003,2267
2050,1005
2063,1007
2141,1009
2303,1015
2131,1016
2120,1018
2202,1020
2320,1027
1030,2233
2148,1034
1040,2078
2310,1044
1048,2041
2186,1050
1051,2142
1058,2071
2090,1059
1064,2226
2209,1068
1069,2269
2243,1070
2055,1071
1072,2234
1076,2261
1077,2206
2265,1081
2123,1082
1091,2140
1092,2203
2114,1094
1096,2198
2170,1097
2043,1098
2213,1099
2317,1100
2255,1102
1103,2166
1104,2040
2296,1105
2278,1106
2185,1109
1111,2096
1112,2097
2297,1113
2191,1116
2111,1118
1119,2069
2205,1120
2304,1121
1125,2225
2129,1126
2174,1130
1131,2149
1133,2254
1135,2313
1136,2047
2045,1139
1142,2308
1144,2013
1149,2118
1152,2024
2184,1154
2292,1156
2104,1157
1159,2026
1160,2075
2122,1165
1171,2060
1172,2244
2049,1173
2290,1178
1179,2008
1183,2025
1185,2007
1186,2180
1188,2044
1189,2009
2017,1193
2116,1194
1196,2204
2088,1199
1204,2098
1209,2224
1210,2250
1212,2070
1214,2277
2240,1220
2315,1221
2241,1225
2037,1227
1228,2171
1230,2214
1231,2054
1233,2193
2263,1235
2081,1236
2237,1242
2125,1245
1247,2211
2238,1249
1256,2306
1260,2195
2299,1263
2064,1265
2288,1266
1269,2018
1270,2127
1276,2100
2027,1277
1278,2046
2012,1282
2073,1283
2295,1284
2102,1287
1289,2150
2042,1294
2168,1296
1297,2030
2003,1301
2274,1306
1307,2222
1311,2189
1312,2137
2230,1313
2020,1316
2207,1320
