group1,group2
1005,2019
2237,1006
1010,2168
1013,2002
2200,1015
1016,2264
2268,1019
2222,1020
2189,1021
2012,1023
2030,1024
1025,2157
1027,2063
1031,2142
2169,1032
1035,2113
2066,1036
2044,1037
1039,2211
2172,1043
1047,2204
1051,2177
2088,1052
1054,2149
2026,1055
2120,1059
1060,2259
1061,2162
2085,1065
1066,2150
2193,1068
2173,1070
1072,2121
1073,2180
2228,1077
1078,2071
1079,2267
1080,2032
1085,2037
2029,1088
1091,2134
1095,2195
1097,2059
2009,1099
1100,2034
2251,1105
2205,1107
2116,1109
2084,1110
1111,2240
1112,2110
2194,1114
1118,2070
1119,2098
2219,1123
2008,1124
2143,1126
1128,2052
2187,1129
2163,1131
2074,1132
1136,2094
2061,1137
2133,1138
2106,1139
2146,1141
2233,1143
2260,1145
1154,2247
2102,1160
1162,2265
1163,2103
1166,2192
2148,1168
1172,2016
2122,1173
2136,1174
2241,1178
1185,2081
2203,1189
1190,2165
1199,2105
1200,2217
1203,2140
1206,2188
1207,2261
2141,1213
2014,1218
1221,2231
2263,1222
1228,2123
2056,1231
1232,2272
1234,2078
2174,1236
1237,2209
2186,1240
2093,1242
2184,1244
1247,2129
2229,1254
2223,1256
1257,2117
2041,1260
2064,1261
1262,2212
2179,1263
2243,1264
2262,1269
