group1,group2
2108,1004
2256,1005
2234,1007
2232,1008
1012,2278
1014,2208
1017,2042
1018,2198
2259,1020
1023,2280
1025,2146
1026,2135
2241,1029
2071,1030
1031,2142
1032,2180
2227,1036
1038,2107
1040,2223
2028,1042
1044,2264
2113,1045
1047,2074
2045,1048
2011,1049
1050,2185
1052,2148
1054,2163
1058,2012
1061,2178
2094,1062
1068,2004
1069,2313
2088,1070
2290,1072
1078,2115
2047,1079
1083,2062
2052,1086
1087,2309
2087,1088
1092,2247
2050,1094
2312,1095
2021,1096
2085,1103
1105,2288
2279,1106
1108,2175
1110,2204
1116,2188
2315,1122
1133,2283
2224,1134
1135,2266
1137,2298
1139,2051
2023,1140
1145,2068
1146,2053
1148,2060
1153,2285
1155,2237
1158,2230
2167,1161
2220,1162
2034,1169
2202,1172
1175,2032
1185,2106
2268,1187
1188,2287
1194,2169
2025,1195
1198,2122
2275,1200
2049,1201
2307,1203
1206,2083
1209,2297
1211,2147
2139,1215
1216,2018
2092,1220
1221,2137
1222,2242
1225,2120
2059,1229
2086,1230
2044,1231
1232,2075
2173,1233
1234,2126
2210,1236
1238,2276
1239,2196
1242,2132
2091,1243
1248,2140
2043,1253
1255,2002
2215,1256
2176,1259
1262,2205
2282,1264
1265,2114
2125,1266
2029,1272
1273,2221
1274,2189
2009,1275
1277,2112
2168,1278
1282,2129
1283,2165
1284,2225
1285,2144
2233,1288
2048,1289
2116,1292
1293,2007
1299,2119
1302,2079
1307,2305
2158,1310
2022,1311
2008,1315
2076,1320
