group1,group2
2216,1004
1005,2050
2236,1006
2284,1008
2141,1009
1014,2192
1015,2303
2086,1017
1019,2264
1025,2034
1026,2175
2148,1034
2179,1035
1037,2161
2252,1041
2077,1042
1045,2163
1046,2016
1047,2036
1049,2219
1051,2142
2276,1053
1055,2068
2302,1056
2090,1059
1060,2139
1063,2300
2226,1064
1065,2316
1066,2285
1067,2169
1069,2269
2115,1073
1075,2082
2023,1078
1079,2135
1080,2194
1082,2123
1085,2057
1086,2113
2106,1089
1093,2132
2198,1096
2213,1099
2312,1101
2296,1105
2278,1106
1109,2185
1110,2065
2297,1113
1117,2136
2111,1118
2304,1121
2105,1122
2225,1125
2143,1127
1128,2208
2149,1131
1143,2172
1145,2085
2058,1146
1147,2126
2118,1149
1154,2184
1158,2010
2052,1161
1162,2281
2059,1163
2247,1164
1171,2060
2049,1173
2271,1174
2275,1177
1178,2290
1179,2008
1180,2095
1182,2223
2007,1185
2009,1189
2088,1199
1201,2093
2098,1204
2218,1206
2293,1208
1209,2224
1214,2277
1216,2101
1218,2291
2053,1219
1220,2240
1225,2241
2171,1228
2214,1230
2054,1231
1236,2081
1237,2124
2062,1240
1243,2056
2266,1246
1248,2314
2238,1249
2249,1251
2162,1252
2173,1255
2306,1256
2133,1258
2153,1268
1270,2127
1271,2270
2087,1272
1274,2147
2100,1276
1277,2027
2012,1282
1287,2102
2181,1288
2178,1290
2011,1292
2311,1293
1294,2042
2256,1295
2168,1296
2301,1305
1307,2222
2072,1308
2092,1309
1310,2110
1318,2134
