group1,group2
1003,2267
2216,1004
1005,2050
2236,1006
2141,1009
1012,2107
1014,2192
1015,2303
1016,2131
2086,1017
1019,2264
2197,1023
1025,2034
1026,2175
1037,2161
2252,1041
1046,2016
2041,1048
1050,2186
1051,2142
1055,2068
2302,1056
2090,1059
1063,2300
2226,1064
1065,2316
1066,2285
1067,2169
1069,2269
2115,1073
1075,2082
2261,1076
1082,2123
2106,1089
1093,2132
2198,1096
2213,1099
2312,1101
2296,1105
2278,1106
1108,2298
1110,2065
2297,1113
1117,2136
2111,1118
1120,2205
2304,1121
2105,1122
2225,1125
2129,1126
2143,1127
1128,2208
2149,1131
1143,2172
1145,2085
2058,1146
1154,2184
1157,2104
1158,2010
2052,1161
1162,2281
2059,1163
2247,1164
1166,2272
2159,1168
2156,1169
1170,2235
1171,2060
2049,1173
2271,1174
2275,1177
1178,2290
1179,2008
1180,2095
1181,2177
1182,2223
1183,2025
2180,1186
2029,1192
2061,1197
2088,1199
1201,2093
2098,1204
2218,1206
2293,1208
1209,2224
1210,2250
1212,2070
1214,2277
1218,2291
2053,1219
1220,2240
2171,1228
1229,2239
2214,1230
2054,1231
1233,2193
1235,2263
1237,2124
2062,1240
1243,2056
2266,1246
2162,1252
2306,1256
2299,1263
2242,1267
2153,1268
2018,1269
1270,2127
1271,2270
1274,2147
1277,2027
2012,1282
2295,1284
1285,2006
1287,2102
2011,1292
2311,1293
1294,2042
2256,1295
2168,1296
1299,2294
1304,2080
2301,1305
1307,2222
2072,1308
2092,1309
1310,2110
