group1,group2
1002,2121
1003,2267
2050,1005
2141,1009
2107,1012
1013,2067
2303,1015
2131,1016
2120,1018
2202,1020
2320,1027
1030,2233
2148,1034
1035,2179
1038,2004
2015,1039
1040,2078
2151,1043
2310,1044
1048,2041
2219,1049
2186,1050
1051,2142
2289,1054
2090,1059
2108,1061
1064,2226
2243,1070
2055,1071
1072,2234
1074,2232
1076,2261
1077,2206
2123,1082
1091,2140
1092,2203
1093,2132
2114,1094
1096,2198
2043,1098
2213,1099
2317,1100
1104,2040
2296,1105
2220,1107
2185,1109
1111,2096
2297,1113
1114,2228
1115,2144
2191,1116
2111,1118
1119,2069
2205,1120
2304,1121
1125,2225
2208,1128
1133,2254
1135,2313
1136,2047
2045,1139
1144,2013
1149,2118
1152,2024
2184,1154
2292,1156
2104,1157
1160,2075
2235,1170
1171,2060
1172,2244
2049,1173
2283,1176
1180,2095
1184,2103
1185,2007
1186,2180
1187,2165
1188,2044
1189,2009
2017,1193
2116,1194
1196,2204
2088,1199
1204,2098
1207,2032
1209,2224
1210,2250
1215,2091
2240,1220
1222,2176
2037,1227
1228,2171
1230,2214
1231,2054
1233,2193
2263,1235
2081,1236
2237,1242
2125,1245
2314,1248
2319,1250
2039,1254
1256,2306
2190,1259
1260,2195
2299,1263
2288,1266
1269,2018
1270,2127
2147,1274
1276,2100
2027,1277
1278,2046
2012,1282
2295,1284
1285,2006
2102,1287
2178,1290
2168,1296
1297,2030
2003,1301
2080,1304
2274,1306
1307,2222
1308,2072
1311,2189
2020,1316
