group1,group2
2246,1001
1002,2121
2216,1004
1005,2050
2236,1006
1010,2227
2221,1011
2067,1013
1016,2131
2086,1017
1018,2120
2264,1019
1021,2022
2197,1023
1026,2175
1028,2248
1029,2215
2051,1031
2305,1033
2077,1042
1045,2163
1046,2016
1047,2036
2186,1050
1052,2089
2276,1053
2289,1054
2217,1057
1059,2090
2108,1061
2300,1063
2226,1064
1068,2209
2269,1069
1070,2243
1077,2206
1084,2019
1088,2258
2231,1090
2140,1091
1094,2114
1096,2198
1098,2043
2255,1102
1103,2166
2040,1104
1105,2296
2298,1108
2185,1109
1110,2065
2097,1112
2297,1113
1114,2228
2144,1115
1123,2260
1124,2200
2129,1126
1128,2208
2174,1130
1131,2149
1132,2167
1135,2313
1140,2152
1146,2058
2024,1152
1153,2005
2184,1154
2280,1155
2281,1162
1165,2122
2272,1166
2084,1167
1168,2159
2049,1173
2271,1174
1177,2275
1179,2008
1180,2095
2177,1181
1184,2103
2007,1185
1187,2165
2044,1188
2116,1194
2262,1195
2061,1197
1198,2158
1200,2196
2098,1204
2032,1207
2293,1208
2250,1210
1211,2187
2091,1215
2101,1216
1221,2315
1223,2307
2210,1224
2241,1225
2251,1226
1227,2037
2081,1236
1238,2157
2282,1244
2125,1245
1246,2266
2211,1247
2162,1252
1253,2212
2138,1262
2064,1265
2288,1266
1269,2018
2270,1271
1272,2087
1274,2147
1278,2046
1279,2002
2295,1284
2178,1290
1297,2030
1298,2279
1303,2182
1307,2222
1308,2072
1317,2112
2134,1318
2257,1319
