group1,group2
1002,2121
2063,1007
2107,1012
1013,2067
2320,1027
1030,2233
1035,2179
1038,2004
2015,1039
2151,1043
2310,1044
1048,2041
2219,1049
1051,2142
2289,1054
1058,2071
2090,1059
2108,1061
1064,2226
2209,1068
1069,2269
2243,1070
2055,1071
1074,2232
1076,2261
2265,1081
2123,1082
1091,2140
1093,2132
2170,1097
2213,1099
2255,1102
1103,2166
1104,2040
2296,1105
2278,1106
2220,1107
2185,1109
1111,2096
1112,2097
2297,1113
1114,2228
1115,2144
1119,2069
2205,1120
2304,1121
1125,2225
2129,1126
2208,1128
2174,1130
1131,2149
1133,2254
1135,2313
1136,2047
2045,1139
1142,2308
1144,2013
1149,2118
2292,1156
2104,1157
1159,2026
1160,2075
2122,1165
2235,1170
1172,2244
2049,1173
2283,1176
2290,1178
1179,2008
1180,2095
1183,2025
1184,2103
1187,2165
1188,2044
1189,2009
2017,1193
2116,1194
2088,1199
1204,2098
1207,2032
1209,2224
1210,2250
1212,2070
1214,2277
1215,2091
2315,1221
1222,2176
2241,1225
2037,1227
1228,2171
1230,2214
1231,2054
1233,2193
2263,1235
2081,1236
2237,1242
1247,2211
2314,1248
2238,1249
2319,1250
2039,1254
2190,1259
1260,2195
2299,1263
2064,1265
2288,1266
1270,2127
2147,1274
1276,2100
1278,2046
2012,1282
2073,1283
2295,1284
1285,2006
2102,1287
1289,2150
2178,1290
2042,1294
2003,1301
2080,1304
2274,1306
1307,2222
1308,2072
1311,2189
1312,2137
2230,1313
2020,1316
2207,1320
