group1,group2
2267,1003
1008,2284
1009,2141
2107,1012
1014,2192
2303,1015
2202,1020
2130,1022
2034,1025
1027,2320
2233,1030
1034,2148
1035,2179
2048,1036
1037,2161
1038,2004
1039,2015
2041,1048
1051,2142
2302,1056
1060,2139
1062,2188
2316,1065
2169,1067
1071,2055
2115,1073
2232,1074
2261,1076
1078,2023
2265,1081
2160,1083
1085,2057
1086,2113
2083,1087
1092,2203
2132,1093
2312,1101
2278,1106
2220,1107
2136,1117
1118,2111
2069,1119
2304,1121
2105,1122
2143,1127
1129,2309
1134,2038
1136,2047
1141,2164
1142,2308
1143,2172
1144,2013
1145,2085
1148,2268
1150,2154
1151,2287
1156,2292
1158,2010
1159,2026
1160,2075
2052,1161
2156,1169
1170,2235
1171,2060
1172,2244
2290,1178
2223,1182
2180,1186
1189,2009
1190,2146
1191,2079
1192,2029
1196,2204
1199,2088
1201,2093
2066,1202
1203,2273
1206,2218
1212,2070
1213,2028
2033,1217
1220,2240
2176,1222
1228,2171
1229,2239
2214,1230
2054,1231
1232,2318
2021,1234
2117,1239
1240,2062
2245,1241
1242,2237
1243,2056
2319,1250
2249,1251
1256,2306
2229,1257
2190,1259
1263,2299
2109,1264
2242,1267
2153,1268
2183,1273
1275,2074
2014,1280
2145,1281
1282,2012
2073,1283
1285,2006
2031,1286
2102,1287
1288,2181
2150,1289
2011,1292
2311,1293
2042,1294
1296,2168
2294,1299
1300,2094
1301,2003
1305,2301
2110,1310
1311,2189
1312,2137
2119,1315
1316,2020
2207,1320
