group1,group2
1003,2047
1006,2237
1007,2069
1008,2152
2168,1010
2118,1011
2090,1012
2254,1018
1020,2222
1030,2127
2142,1031
2169,1032
2015,1038
1042,2252
1043,2172
2031,1045
2137,1046
1051,2177
1054,2149
2026,1055
1056,2036
1057,2131
1058,2198
2120,1059
2162,1061
1065,2085
2039,1067
2173,1070
2121,1072
1077,2228
1080,2032
2037,1085
1086,2011
2114,1087
2029,1088
1089,2108
2220,1096
2034,1100
1102,2182
2068,1104
1105,2251
1106,2017
2116,1109
1111,2240
2110,1112
2166,1115
1116,2095
2033,1117
1118,2070
2098,1119
1123,2219
2008,1124
2163,1131
2004,1133
1136,2094
1142,2025
2233,1143
1149,2125
1151,2013
1155,2218
1157,2077
2159,1158
2144,1159
2102,1160
1161,2250
1163,2103
1164,2062
1165,2042
1170,2086
2122,1173
2136,1174
1176,2020
1178,2241
1180,2270
2097,1182
1183,2158
1185,2081
2054,1187
2165,1190
1192,2239
1193,2021
1194,2006
2225,1195
1198,2096
2188,1206
2261,1207
2141,1213
1216,2207
1217,2060
2014,1218
1219,2115
2112,1225
2238,1227
1229,2135
1234,2078
1235,2156
2196,1238
2242,1239
1241,2206
1247,2129
1248,2269
1249,2073
1251,2244
1257,2117
1258,2170
2064,1261
1264,2243
2087,1270
2232,1271
