group1,group2
2272,1001
1002,2015
1005,2256
1007,2234
1008,2232
1009,2170
1011,2250
1012,2278
2124,1013
2265,1015
1018,2198
1019,2038
1021,2031
1025,2146
2135,1026
2241,1029
1032,2180
1037,2203
2195,1043
1046,2212
2074,1047
2133,1051
1054,2163
1055,2089
1056,2184
1057,2134
1062,2094
1064,2145
2099,1065
2306,1067
2004,1068
2313,1069
1071,2057
2209,1073
2200,1074
1077,2263
2005,1080
1081,2160
2317,1082
2292,1085
1089,2318
1091,2301
1092,2247
1096,2021
1101,2296
2314,1102
2001,1104
2035,1107
2175,1108
2128,1109
2141,1113
1120,2090
1121,2069
2299,1126
1127,2019
1128,2055
2249,1129
1131,2109
2266,1135
2298,1137
2248,1143
2068,1145
1146,2053
2285,1153
2237,1155
1159,2254
1163,2111
1164,2192
1166,2016
2229,1167
1168,2239
2261,1171
2202,1172
1173,2197
2127,1174
2032,1175
2244,1179
2020,1182
1184,2177
2106,1185
2268,1187
1188,2287
1189,2201
2172,1190
1194,2169
2207,1197
2307,1203
1206,2083
1209,2297
1213,2182
1216,2018
1218,2152
1219,2303
1221,2137
2187,1224
1226,2003
1235,2260
2026,1237
1238,2276
1240,2040
2149,1241
1242,2132
1245,2236
2162,1246
2002,1255
1256,2215
1258,2274
2255,1260
2121,1261
2282,1264
2029,1272
2189,1274
1275,2009
1278,2168
1285,2144
2013,1287
1290,2257
2007,1293
2006,1297
2119,1299
1301,2100
2245,1305
1310,2158
2084,1314
2008,1315
1316,2319
1318,2097
2295,1319
