group1,group2
1002,2015
2108,1004
2234,1007
1009,2170
2250,1011
2278,1012
2124,1013
1021,2031
2280,1023
1024,2211
2135,1026
1030,2071
2142,1031
2203,1037
1039,2281
2036,1041
2264,1044
1046,2212
2148,1052
1057,2134
2143,1060
1062,2094
2246,1063
1066,2077
2200,1074
2263,1077
2317,1082
1083,2062
2292,1085
1092,2247
2312,1095
1097,2310
1098,2063
2314,1102
1104,2001
2288,1105
1106,2279
1109,2128
2199,1112
1113,2141
1117,2228
1119,2161
2090,1120
2069,1121
2294,1124
1125,2308
1126,2299
2249,1129
2226,1130
1131,2109
1133,2283
2224,1134
1135,2266
2166,1136
1137,2298
1139,2051
1141,2153
2181,1142
1144,2066
1149,2155
1150,2316
1158,2230
1162,2220
2111,1163
1164,2192
1168,2239
1169,2034
2202,1172
2197,1173
1176,2273
2302,1180
2177,1184
1185,2106
2268,1187
2286,1193
1195,2025
1196,2193
1197,2207
2122,1198
1201,2049
2307,1203
1204,2024
2320,1208
1209,2297
1211,2147
2136,1217
1218,2152
2092,1220
2242,1222
2183,1223
2003,1226
2059,1229
1232,2075
1233,2173
1234,2126
1236,2210
1237,2026
1240,2040
2149,1241
2190,1244
1245,2236
2103,1249
2117,1250
2002,1255
1257,2037
1261,2121
2114,1265
2041,1267
2194,1268
1273,2221
2231,1276
2225,1284
1288,2233
2257,1290
1291,2098
2080,1294
1300,2082
1302,2079
1303,2046
1305,2245
2056,1306
2158,1310
2065,1312
1314,2084
1315,2008
2319,1316
2118,1317
1318,2097
