group1,group2
2256,1002
1003,2047
2057,1004
1006,2237
1007,2069
1008,2152
2168,1010
2118,1011
1014,2139
2254,1018
1020,2222
2169,1032
2058,1033
1036,2066
1037,2044
2015,1038
1042,2252
1051,2177
1052,2088
1054,2149
2026,1055
2259,1060
2162,1061
1065,2085
2039,1067
2173,1070
2121,1072
1077,2228
2071,1078
1079,2267
1080,2032
2037,1085
2114,1087
2029,1088
1089,2108
1091,2134
1095,2195
1102,2182
2068,1104
1105,2251
1106,2017
1107,2205
2116,1109
2110,1112
2166,1115
1116,2095
2098,1119
2008,1124
1125,2178
2163,1131
2004,1133
1136,2094
1142,2025
1149,2125
1151,2013
1155,2218
1157,2077
2159,1158
2102,1160
1161,2250
1163,2103
2122,1173
2136,1174
1175,2227
2138,1177
1178,2241
2097,1182
1183,2158
2054,1187
2024,1188
2165,1190
1192,2239
1193,2021
1194,2006
2225,1195
1198,2096
1199,2105
2079,1204
2261,1207
2154,1208
2155,1211
2141,1213
1217,2060
2014,1218
1219,2115
1224,2171
2112,1225
2238,1227
1229,2135
1234,2078
1235,2156
2196,1238
2242,1239
1241,2206
1247,2129
1248,2269
1249,2073
1251,2244
2119,1253
2223,1256
1257,2117
1258,2170
2041,1260
2064,1261
1262,2212
1264,2243
2001,1268
2087,1270
2232,1271
