group1,group2
1001,2272
1003,2222
2170,1009
1010,2284
1011,2250
1013,2124
1015,2265
1027,2304
2017,1028
1034,2251
2281,1039
2036,1041
1051,2133
2134,1057
2186,1059
2143,1060
1064,2145
2099,1065
1066,2077
1067,2306
1073,2209
1074,2200
2160,1081
1082,2317
1084,2101
2318,1089
1090,2067
2154,1093
2063,1098
2054,1100
1102,2314
2035,1107
1109,2128
1112,2199
2110,1114
1115,2240
1117,2228
1118,2010
1119,2161
1120,2090
1123,2156
2294,1124
2308,1125
2299,1126
1127,2019
1130,2226
1131,2109
2166,1136
1138,2150
1141,2153
1143,2248
1144,2066
1147,2289
2155,1149
1150,2316
2081,1151
1152,2311
1154,2206
2105,1156
1157,2217
1159,2254
1160,2267
2192,1164
2270,1165
2016,1166
2229,1167
1168,2239
1171,2261
2197,1173
1176,2273
2131,1177
1178,2157
2244,1179
2177,1184
1189,2201
2172,1190
2219,1191
1192,2252
1193,2286
2193,1196
1199,2033
1204,2024
1205,2070
2320,1208
1210,2093
2130,1212
2182,1213
1217,2136
1218,2152
1223,2183
1227,2102
2026,1237
2040,1240
1241,2149
1244,2190
1246,2162
2014,1247
2103,1249
1250,2117
2073,1252
1254,2030
2037,1257
2255,1260
2121,1261
1263,2269
1267,2041
2194,1268
1270,2258
2231,1276
1279,2235
2095,1281
1287,2013
2257,1290
2098,1291
1294,2080
1296,2214
2064,1298
2082,1300
1304,2213
2245,1305
1306,2056
1308,2300
2179,1309
2065,1312
1313,2061
2084,1314
2319,1316
1318,2097
