group1,group2
2246,1001
2267,1003
2050,1005
2236,1006
2284,1008
1011,2221
1014,2192
2303,1015
2086,1017
2264,1019
2022,1021
1031,2051
1032,2286
2148,1034
1035,2179
2048,1036
1039,2015
2252,1041
2077,1042
2310,1044
2041,1048
2219,1049
1051,2142
2276,1053
1058,2071
1060,2139
1066,2285
2243,1070
1071,2055
1072,2234
1073,2115
1078,2023
1079,2135
1083,2160
1085,2057
1088,2258
1089,2106
1091,2140
1092,2203
1094,2114
1096,2198
1097,2170
1102,2255
2166,1103
2296,1105
2298,1108
2065,1110
2097,1112
1113,2297
1117,2136
2105,1122
2200,1124
2208,1128
1129,2309
1130,2174
1135,2313
1138,2253
2045,1139
1141,2164
2308,1142
1146,2058
2287,1151
2024,1152
1153,2005
2280,1155
2010,1158
2026,1159
1168,2159
1171,2060
1172,2244
2271,1174
2128,1175
2283,1176
2290,1178
1179,2008
2177,1181
2025,1183
2007,1185
1190,2146
1197,2061
1198,2158
2066,1202
2273,1203
2098,1204
1205,2001
2218,1206
1207,2032
2293,1208
2028,1213
1215,2091
1217,2033
1218,2291
1219,2053
2251,1226
1227,2037
1228,2171
2239,1229
2214,1230
1231,2054
2062,1240
2237,1242
2282,1244
2266,1246
1247,2211
2314,1248
1251,2249
1255,2173
2229,1257
2190,1259
2195,1260
2299,1263
2288,1266
2242,1267
1270,2127
1271,2270
1275,2074
1278,2046
2102,1287
2150,1289
2011,1292
1294,2042
1299,2294
1302,2099
1303,2182
1305,2301
1307,2222
2199,1314
2020,1316
